stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,3,0,18,1,2,0,1,0,0,0,0,1,0,0,0,6,3,30,57,0,0,0,0,200,185,0,0,0,7,0,0,0,0,0,11,0,0,0
72hpf,3.1,0,0,2.54,0.56,1.13,0,1.69,0,0,0,0,0,0,0.85,0,4.51,9.3,2.82,24.8,0,5.36,0,6.2,24.52,18.88,0,0.28,0,26.78,1.13,0,0,4.51,0,16.07,0,0,0
21Day,7.03,0.74,29.6,6.29,0.37,5.18,0,15.54,0,1.11,0.37,0,2.59,1.11,4.44,14.06,0.37,13.69,5.18,48.1,0,0,3.7,7.03,8.14,8.88,0,0,0,18.87,2.22,0,0,4.07,0,3.7,0,0,0
3Month,0.1,2.39,68.34,24.76,0.1,0,1.46,1.87,0.21,25.8,7.28,0.1,24.03,9.47,1.04,161.64,1.56,6.24,20.08,41.4,5.82,0.1,3.85,140.74,1.46,0.42,2.08,0.42,0,0.73,3.64,0.31,26.94,0.94,0,0.62,2.7,3.33,5.3
22Month,0.27,1.09,41.81,12.85,0,0,1.23,1.64,0.14,18.04,7.24,3.55,37.44,5.06,2.73,186.53,0.55,0.41,25.69,22.14,0.14,1.5,1.91,8.75,0.68,0.41,1.37,0.41,0.41,0.27,0.55,0,12.03,1.91,0.27,0.27,0,0,1.09
