stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,3.38,0.28,0,0,0,0,0,0,0,0,0,0.28,31.29,0,0.85,0,0,0,0,2.82,0.28,0,0,0,0,0,0,0.56,0,0,0,0,0
21Day,2.22,0,0.37,123.58,0.74,0,1.48,0,0,0,0,0,0,0.74,0.74,127.65,0.74,2.22,0,0,0.37,0,3.7,0.74,0,0,0,1.48,2.22,0,0,0.37,0.74,0,0,1.48
3Month,0.1,0.42,1.35,66.67,0,0.73,0,2.81,0.73,0,4.16,1.98,0.62,28.19,1.46,72.19,1.98,1.35,0.73,0,0.52,0.42,0.42,0.21,0.21,0.21,0,0,0.42,1.04,0,0,0,0.83,0.62,0.94
22Month,0,0.27,2.32,12.03,0,0.14,0,1.37,1.09,0.41,6.15,0.41,0.82,22.55,0,7.38,1.91,0.14,0,0.55,1.37,0,0,0,0.55,0.14,0.14,0,0.14,0.68,0,0,0,0.14,0.14,0.27
