stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,14,63,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,3,73,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,18.88,36.92,0,0.28,0.28,0.85,0,0.85,0,0,0,0,0.28,0,0,1.69,0.56,1.13,0.28,9.58,0,0.28,0.28,0,18.04,7.89,0,0.28,0,6.2,0,0,3.1,0.28,0.28,0,0,0
21Day,17.76,21.83,0.37,2.22,0,1.48,0,2.96,0,0,0,0,0.37,0,0,0,0,1.11,0.37,19.24,0,0,6.66,0,9.99,1.85,0.74,2.59,0,3.7,1.48,1.48,0,0.74,0,0.37,0,0
3Month,0.62,50.97,0.42,4.68,0.1,0,0.52,5.51,0.1,0.52,1.46,0.21,9.67,2.5,0.62,2.81,0.73,1.35,2.5,11.86,3.85,0,4.47,0.83,0.42,0,0.31,0.94,0,0.73,1.25,53.46,0.1,0,0,60.85,54.5,1.56
22Month,0.14,78.44,0.41,1.5,0,0,0.41,3.42,0.14,0.27,0.82,1.64,27.06,1.23,0.27,2.6,0.41,0,2.05,8.47,0.41,0.96,4.51,0,0.96,0,0.14,0.41,0.27,0.27,0.55,11.07,0.27,0,0,11.07,0.14,0.68
