stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,35,9,0,87,0,0,1,0,0,0,0,0,0,0,6,2,1,69,0,0,0,0,20,260,0,0,2,0,0,0,0,0,0,0,0,0
72hpf,11.27,2.25,0,14.09,1.13,0,0,0.28,0,0,0,0,0.28,0,4.51,18.32,0.56,20.01,0,0,0.28,0,149.94,25.37,0,0.28,22.55,0.28,0.28,6.2,0.28,0,0.28,0,0,0
21Day,11.47,2.22,2.96,4.44,0.74,0,0.37,0.37,0,0,0.37,0,1.11,0.37,0.74,4.07,0,27.38,0,0,1.85,0,10.73,2.22,0,0.37,10.73,2.22,0.37,2.22,0,0.74,0.37,0,0,0
3Month,0.31,3.74,8.43,11.44,0,0.31,0,17.16,0.73,0.1,6.87,0.83,1.04,24.55,1.25,3.02,4.16,6.24,0.21,0,16.75,0.21,0.62,0,2.39,0.31,0,0.73,1.04,0.1,0,0,0,0.31,0.73,0.52
22Month,0,3.55,3.83,3.96,0,0.14,0,7.11,1.37,0.41,10.93,0.41,1.37,35.67,0,0.82,1.09,3.69,0,0.27,3.01,0,0.27,0,1.37,0.14,0,0,1.5,0,0,0,0,0,0,0.55
