stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,2,0,44,0,0,0,0,0,0,0,1,0,0,0,0,2,5,32,4,0,0,0,0,0,24,0,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,0,0.56,0,12.68,0.85,0.56,0,0.28,0,1.41,0,0,0,0,0.56,0,3.66,38.9,2.54,1.13,0,1.13,0,0,16.07,4.23,0.28,0,0,5.36,0,0,0,0.56,0,0,0,0,0
21Day,3.7,0.37,0.37,89.54,0.37,5.55,0,2.22,0,9.25,0,0,1.48,6.29,16.28,0.37,7.77,76.96,11.84,7.77,0,0,1.48,0,15.17,2.59,1.48,0,0,27.01,4.07,0,2.59,2.22,0.37,2.22,0,0,17.76
3Month,0.42,0.73,0.21,29.75,0,0,0.31,0.31,3.12,49.93,0.1,0,14.98,77.7,1.25,8.53,4.37,10.4,10.3,3.95,0.94,0,1.25,0.52,0.1,0.1,1.46,0.1,0,0.1,0.42,0.1,18.1,0.21,0,0,1.35,6.14,19.56
22Month,0.27,0.27,0.82,16.67,0,0,1.37,0.55,1.37,102.49,1.5,0,42.22,35.39,3.96,11.89,1.5,3.42,19.13,2.6,0.14,1.91,1.23,0,0.96,0,1.64,0.68,0.14,0.27,0.55,0,4.24,0.14,0.14,0,0,0,6.56
