stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,6,0,0,8,1,1,0,0,1,0,0,0,0,0,2,6,4,23,0,0,1,7,941,0,0,1,0,0,0,0,0,1,0,0,0
72hpf,10.43,1.69,0,10.99,20.86,11.27,0,0,0.28,0,1.13,0,0,0,20.86,21.98,0.56,27.06,4.51,0.85,1.41,294.81,491.26,0.56,2.82,12.12,3.1,0,47.07,0.85,0.28,1.13,0,0,0
21Day,7.4,0.37,1.11,8.14,5.18,7.03,0.74,0,0.37,0,0.74,0.37,1.48,2.96,0.74,12.58,0.37,12.58,0,1.48,0,156.87,134.68,0.37,6.66,3.7,6.66,0.74,8.51,1.11,2.22,1.11,0,0,0.74
3Month,0,0.42,0.52,10.92,0.31,0,0.1,4.26,0.31,0,5.93,1.04,0.31,6.97,1.35,1.56,1.04,0.62,0.1,1.46,2.29,1.14,1.04,1.98,2.91,0.1,0.21,2.18,0.31,0,0,0.21,0.42,0.73,0.31
22Month,0,0,1.37,8.2,0.14,0,0,1.5,1.23,0.96,17.76,0.82,0.14,17.35,0.41,2.6,0.68,1.37,0.68,1.78,0,3.96,0.27,2.05,0.68,0,0.14,0.96,0.68,0.27,0,0,0.82,0,0.27
