stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,158,9,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.97,0.56,0,2.82,0.85,6.48,0,0.28,0,0,0,0,0,0.28,0,1.41,6.48,1.69,6.48,0,0,0.56,0,152.2,19.17,0,0.56,6.2,0.28,0,2.82,0.28,0.28,2.25,0,0,0
21Day,1.11,0.37,0,4.44,0,2.22,0,0.74,0,1.11,0,0.74,0.37,0.74,0.37,0.74,4.07,0.74,5.92,0,0,1.11,0,36.26,2.22,0.37,0,1.11,2.22,0,0,0,2.59,4.07,0,0,0.74
3Month,0.21,0.42,0.73,5.1,0,0,0.62,0.1,0.42,2.18,0,139.69,1.77,0,11.75,0.31,2.08,0.94,6.45,0.31,0,0.73,4.26,6.45,0,0.42,0.1,0.21,1.77,36.82,0,0,0,0.1,0.83,4.89,2.08
22Month,0,0.68,0.41,2.6,0,0,0.14,0,0.27,1.09,0.96,39.36,0.14,0.14,1.5,0.14,0.27,1.37,10.11,0.27,1.23,0,0,3.28,0,0.14,0,0,0,4.51,0.14,0,0,0,0,0,0.27
