stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,16,1,0,43,0,0,0,0,0,0,0,16,0,0,0,0,9,5,1,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
72hpf,15.22,0,0,5.92,0.28,0.85,0,0,0,0,0,0,0,0,0,0,11.56,10.43,0.28,0.56,0,0,0.56,2.25,3.38,2.82,0,0,0.28,0,0,0.85,0,0.28,0,0,0
21Day,8.14,0,0,8.14,0,1.85,0,0.37,0.37,0.37,0,0,0,0,0.37,0,12.95,1.85,0,1.11,0,0,1.11,1.11,1.48,1.85,0,0,0.74,0,0,0,0.37,0,0,0,0.37
3Month,1.14,0.31,0.1,31.62,0,0,0.21,0.1,0.42,0.52,0,0,2.81,0.94,0,1.04,12.38,1.98,0.73,0.62,0.1,0,0.1,40.57,0,0,0.1,0,0.1,0.42,1.56,0,0,0,0.1,1.77,0.21
22Month,0.41,0,0,12.3,0,0,0,0,0.14,0.14,0.14,0,3.96,0.14,0,0.41,3.69,0.55,0.27,0.41,0,0.14,0,3.55,0,0,0,0.27,0,0.14,1.5,0,0,0,0.14,0,0
