stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,0,0,12,1,0,0,5,0,0,9,0,0,0,3,0,2,1,750,8,0,1,0,0,1,60,0,0,0,1,0,0,0,0,0,0,2,0,0,0
72hpf,0,0.56,0,4.23,0,1.97,0,1.69,0,0,14.66,0,0,0,6.48,0,10.99,20.01,82.86,1.41,0,0.28,0,1.41,11.84,12.97,1.41,0,0,3.38,0,0,0,0.85,0.28,0,2.54,0,0,0.28
21Day,5.18,2.59,6.29,44.4,1.85,10.36,0,7.77,0,0.37,37,0,2.22,34.04,130.98,40.33,1.11,12.95,153.91,9.62,0,0,28.49,0.37,18.13,9.99,0.74,0.74,0,5.55,9.62,0,0.37,1.11,2.59,2.22,5.55,0.37,0,95.09
3Month,1.04,5.82,14.56,129.09,0.1,0,6.45,6.66,0.21,30.58,409.1,0,116.81,922.94,24.86,378.1,10.4,27.04,422.93,29.02,5.93,0.73,295.3,29.64,3.85,0.94,5.62,2.08,0,1.56,14.35,3.54,19.35,0.73,0.73,0,0.62,160.81,18.2,434.58
22Month,1.78,9.57,9.84,46.87,0.27,0,8.34,4.92,0,12.16,842.31,3.01,156.46,343.67,48.78,309.78,2.05,3.83,510.52,16.12,0.68,6.01,166.44,0.55,1.37,0.55,3.69,3.69,1.78,0.55,3.14,0,2.73,1.91,1.91,0,0,27.88,0,167.81
