stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,45,5,3,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.97,0,0,5.64,0.28,0.56,0,0,0,0,0,0,0,0,0,0,0.28,257.33,0,1.97,0,0,0.28,0,12.12,6.2,0,0,3.66,0,0.28,1.41,0,0.28,0,0,0
21Day,0.37,0,0,16.65,0.37,1.85,0,0.74,0,0,0,0,1.48,0.37,1.11,0,0.74,45.88,8.88,0.74,0,0,0,0,2.59,1.48,0,0.37,0.74,1.11,1.11,0.37,0.37,0,0,0,0.74
3Month,0,0.31,0.21,37.03,0.1,0,0.1,0.1,0.1,1.25,2.39,0,4.26,1.77,1.04,2.18,0.73,1.66,4.78,1.98,0.1,0,0.62,0.62,0.94,0.42,1.14,0.1,0,0.52,66.57,0.21,0,0,0.52,11.03,6.97
22Month,0,0.27,0,5.19,0,0,0.27,0,0,0.14,2.46,0.27,7.11,1.09,0.14,0.27,0.27,0.27,2.73,1.91,0,0.27,0,0.14,0.27,0.14,1.23,0.55,0,0,24.19,0.14,0,0,0,0.14,0.82
