stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0.28,0,0,0,0,0,0,0,0.28,0,0,0.56,0,2.82,0,0,0.56,0,25.37,1.97,0,0,1.13,0,0,0,0.28,0.28,0.28,0,0,0
21Day,1.11,0,0.74,4.81,0.37,0.37,0.37,0.37,0,0.37,0.37,4.81,0,0,1.85,0.37,4.81,0,0,3.7,0.37,21.09,0.74,0,0,1.11,2.59,0,1.11,0,0.37,0.37,0,0,4.81
3Month,0,0.21,0,2.39,0,0,0,4.06,0.21,1.87,4.78,0.1,1.04,0.52,0.52,1.87,2.39,0.1,0.1,0.62,0,0.42,0,0.21,0.1,0.1,0.21,0.42,0,0,0,0,0,0.1,9.88
22Month,0,0,0,1.23,0,0,0,2.19,0.27,4.65,4.37,0.14,0.68,0,0,0.68,0.82,0,0.14,0.27,0,0.55,0,0.55,0.14,0.27,0.14,0,0.14,0,0,0,0.27,0,4.1
