stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0.85,3.66,0.28,0,0,0,0,0,1.41,0.85,0,0,0,0,0,0,0.56,0,0,0,0,0,0
21Day,0.37,0.37,1.48,13.32,0,0,0,0,0,0,0,0,0,1.11,0.74,5.92,2.96,0,0,0,0.37,0,0,0.37,0.37,0,0,0.37,0.37,0,0.37,0,0,0,0,0,0.37
3Month,0,0.42,3.95,45.87,0.1,0.52,0.1,13.31,2.7,0,8.84,2.39,0.31,61.68,3.95,13.11,9.15,2.18,0.52,0,0.42,1.66,0.21,0,1.25,0,0,0,0.94,0.1,16.23,0.21,0,0.1,1.14,9.99,2.18
22Month,0,1.37,5.19,19.68,0.14,0.14,0.27,6.7,3.14,2.6,18.45,1.5,1.23,58.76,1.91,3.55,10.39,2.87,0.14,0.41,0.82,0,0.14,0,1.09,0.55,2.05,0,0.27,0,8.2,0.14,0.14,0,0.27,0,4.37
