stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,9,0,0,1,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0.28,0,0,0,0,0.56,0,0,0,0,2.25,0.56,0,0,0.28,0,0,0.28,0,0,0,0,0
21Day,0,0,0.37,1.48,0.37,0,0,0,0,0.37,0,0,0,1.11,0.37,0,1.11,1.11,1.48,0,0,0,0,0.74,0.37,0,0,0.37,0,0,0,0,0.37,0,0,0
3Month,0.42,3.22,1.46,32.04,0.1,0,0.21,0,7.7,2.6,0,2.6,1.98,1.04,17.68,0.62,14.56,7.28,4.26,0.62,0.1,0.42,1.66,0.62,0.42,0.42,0.31,0.1,0.42,6.24,0,0,0,1.87,1.46,6.87
22Month,0,4.1,1.09,7.11,0,0,0.14,0.68,2.6,3.01,1.5,7.11,2.19,3.55,20.09,0.14,2.46,6.83,1.91,0.27,0.14,0,0,0.27,0,0.68,0.41,0.14,0.14,4.78,0.68,0.14,0,1.09,0,3.28
