stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,6,1,0,12,0,0,0,0,0,0,1,0,0,0,0,2,0,0,63,0,0,0,0,59,710,0,0,1,1,0,0,0,0,8,0,0,0
72hpf,37.77,8.17,0,25.37,4.79,40.59,0,0.56,0,0.85,0,0.28,0,0.28,0,12.12,71.31,5.92,182.07,0,3.95,4.23,0.56,3846.94,765.22,1.97,2.82,145.15,0.28,0,38.61,18.04,10.43,11.56,0,0,0
21Day,14.06,3.7,2.22,36.26,1.11,32.93,0,4.81,0.37,2.22,0,0.74,0.37,9.25,4.44,3.33,22.2,8.14,133.2,0,0,10.36,0.37,1063.71,294.88,0.74,2.59,38.11,30.34,0,21.09,13.32,27.01,5.55,1.11,0,5.92
3Month,0.1,0.62,0.21,12.38,0.1,0,0,0,0.83,1.66,0,3.12,0.94,0,0.62,0.42,2.7,0.52,36.82,5.1,0.1,1.35,0.1,13.11,6.66,0.1,0.42,5.82,0.1,2.5,3.22,0.42,0.1,4.89,2.18,0.52,1.04
22Month,0,0.68,0,3.01,0.14,0,0.68,0,0,0.96,0,6.83,0.41,0.14,1.09,0.27,0.55,0.41,30.2,0.96,0.27,1.23,0,10.66,3.14,0.14,0.14,2.87,0.41,5.19,8.2,2.05,0,1.09,0.27,0,0.14
