stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.13,0.56,0,0.56,0.28,1.69,0,0,0,0,0,0,0,0,0.28,1.41,0.28,1.97,0,0,0,0,208,8.46,0.85,0.56,1.69,0,0,0.85,0,0.28,0,0,0,0
21Day,1.48,0,0,3.33,0,2.59,0,0.37,0,0,0,0,0.37,0.74,0,0.37,0.37,2.22,0,0,0.37,0,57.72,2.22,0.37,0,1.11,1.48,0.37,0.37,0.74,1.11,0.74,0,0,0.74
3Month,0,0,0,0.21,0,0,0,0,0.1,0,0.42,0.21,0,0,0,0,0.1,0.1,0.1,0,0,0.21,0.1,0,0,0,0.1,0,0.21,0,0,0,0,0.1,0.1,0
22Month,0,0.27,0.14,0.41,0,0,0.14,0,1.23,0.14,9.7,0.14,0.27,0.55,0,0.14,0.14,0.82,0,0.14,0.27,0.14,0.96,0,0.68,0,0,0,0.55,0.27,0.14,0,0.14,0,0,0.55
