stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,17,3,0,69,0,0,0,0,0,0,0,0,0,0,0,3,27,6,50,0,0,0,0,7,145,0,0,5,0,0,0,0,0,0,3,0,0,0
72hpf,10.43,5.92,0,16.91,3.95,1.69,0,0,0,0,0,0,0,0,0,6.76,27.06,0.85,58.91,0,1.13,3.66,0.28,141.49,50.17,0.56,1.97,76.1,0.28,0,0,9.58,0,0.56,7.61,0,0,0
21Day,8.51,5.92,0,10.36,1.48,2.96,0,0,0,2.22,0,0.37,0.74,1.85,0,0.37,14.8,1.85,68.08,0,0,11.47,0,43.66,21.09,0,1.11,37.74,3.33,0,1.11,5.92,0.37,3.33,1.48,0.37,0,1.48
3Month,0.31,4.26,0.31,7.7,0,0,0,0.21,0.94,7.49,0.42,3.12,1.56,0,1.46,0.42,2.18,4.06,27.04,2.29,0,1.77,0.1,0.42,0.31,0.52,0.1,2.7,0.83,0.1,5.62,0.21,0,0,0.73,8.95,0.52,0.83
22Month,0.14,6.15,1.09,6.42,0.27,0,0.14,0.14,0.82,8.61,5.6,4.1,0.55,0.14,0.55,0.14,0.96,2.87,23.64,0.68,0.41,1.91,0,0.82,0.14,0.68,3.42,3.83,0.14,0,1.5,3.28,0,0,0,1.91,0,0.41
