stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,T_cell
24hpf,2,1,0,4,0,55,6,0,0,0,1,0,0,0,0,1,4,5,11,0,0,0,0,4,84,0,0,2,0,0,0,0,0,0,0,0
72hpf,40.3,11.56,0,56.65,7.05,1857.1,5.36,0,1.41,0.28,0,0.85,0,3.1,0.28,20.57,97.52,13.53,106.54,0,6.48,3.1,0.85,565.95,264.37,1.13,5.92,119.22,2.82,0.28,40.02,3.66,2.54,7.05,0,0
21Day,81.03,11.47,11.84,253.07,10.36,3288.44,188.32,2.96,11.1,0.37,0,48.47,8.88,72.15,37.74,19.24,153.54,66.6,291.92,0.74,0.74,36.63,1.85,336.69,159.46,7.03,9.99,120.62,140.6,2.59,25.53,17.02,57.35,12.58,1.85,46.99
22Month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,3.69,0.14,0,0,0,0,0
