stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.25,1.41,0,1.41,0.56,1.97,0,0,0,0,0,0,0,0,0,0,0.28,1.97,0.28,27.34,0,0.56,0,0,9.58,8.17,0,0,0,133.88,0,0,0,0.28,0,0.56,0.85,0,0,0
21Day,42.18,6.29,4.81,109.15,4.44,95.46,0,12.95,0,1.11,4.07,0.37,20.72,4.44,50.32,19.98,8.14,59.57,28.49,2295.77,8.51,0.74,18.87,1.11,144.29,64.01,3.7,5.92,0,1045.58,69.93,0,0.37,12.21,9.99,24.79,14.43,0,0,69.19
3Month,2.91,9.88,3.12,54.92,0.94,0,3.85,0.62,2.08,10.61,81.97,0,77.49,31.31,2.39,34.01,4.78,22.99,32.77,1295.22,673.3,0.52,11.96,5.1,5.41,0.73,3.85,4.37,0,11.96,7.18,0.21,14.56,2.08,0.1,0,0.31,8.43,6.97,39.84
22Month,0.41,6.83,2.73,11.21,0,0,8.61,0.14,2.6,2.05,19.13,2.6,53.98,4.37,0.27,6.97,0.41,2.32,10.11,1221.78,79.12,4.1,4.51,0.41,1.5,0.41,1.09,1.5,0.96,8.61,2.05,0,0.96,1.5,0.82,0,0.14,1.5,0,8.75
