stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,1,0,16,0,0,0,0,0,0,0,0,0,0,0,2,1,10,18,0,0,0,0,9,129,0,0,0,0,0,0,0,0,0,1,0,0,0
72hpf,5.36,1.69,0,5.92,0.85,11.84,0,0.28,0,0,0,0,0,0.28,0,3.1,8.17,1.69,7.33,0,1.13,0.28,0.28,91.04,21.98,0.28,1.41,7.89,0.28,0,0,3.1,0.28,0.56,0.85,0,0,0
21Day,11.84,1.85,1.85,22.2,1.85,21.46,0,4.44,0,0.37,0,0.37,1.11,9.62,2.22,4.07,6.29,5.92,34.04,0,0,2.96,0.37,38.85,13.32,1.85,1.85,8.88,4.07,0,0,4.81,2.22,2.96,0.74,0,0,2.96
3Month,0.1,0.31,0.31,5.93,0,0,0.31,0,1.04,3.02,0,13,1.56,0.1,3.95,0.73,2.18,1.66,1.66,0.21,0.1,0.42,0.73,0.42,0.31,0.31,0.21,0,0,0.1,3.02,0,0,0,0,1.25,0.73,2.5
22Month,0.27,0.14,0.55,2.05,0,0,0,0.14,0.27,5.19,0.82,14.48,0.27,0.41,2.87,0.14,0.14,2.05,0.41,0,0.55,0.27,0,0.27,0,0,0,0,0.14,0,0.14,0.14,0.14,0,0,0,0,0.82
