stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0.56,39.46,0.28,0,0.28,0,0,0.85,0.28,0,0,1.41,0,0,0,0,0,0,0,0,0,0
21Day,0.74,0,0,2.59,0,1.11,0,0,0,0,0,0,0,0.74,0.37,2.22,0.74,0,1.48,220.51,1.85,0,0,0.74,0,2.22,2.22,0,0.37,2.22,6.66,0,0,0,0,1.85,0,0,0,1.11
3Month,0.83,3.95,1.04,18.83,0.31,0,1.46,0.1,0.21,3.22,10.71,0,0,33.08,11.03,1.25,12.48,3.02,6.45,990.24,8.01,1.66,0.31,2.39,3.02,1.14,0.31,1.77,0.83,0.31,6.97,0.21,6.87,0.31,0.21,0,0.1,3.12,5.62,7.91
22Month,0.41,4.24,0.82,5.74,0.14,0,0.68,0.41,0,0.82,30.06,0.82,0,29.79,3.83,1.91,3.96,0.41,1.23,916.1,7.79,0.41,3.01,1.09,0.68,0.68,0.14,0.55,2.6,0.14,2.19,0.14,3.96,0.82,2.05,0,0.27,0.55,0.14,6.7
