stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0
72hpf,1.41,0,0,0.85,0.28,1.41,0,0,0,0.28,0,0.28,0,0,0,0,1.41,0.56,4.51,0,0,0,0.28,109.92,6.2,0.56,1.13,0.56,0.85,3.1,1.41,0,7.89,0,0
21Day,6.66,0.37,0,1.11,0.37,3.7,0,0.74,0,0,0,0,0,0,0.37,0.37,3.33,0.37,2.59,0,0,2.59,0,99.53,2.59,0,0,1.11,0,1.48,1.48,0.74,4.44,0,0
3Month,0.1,0.94,0,0.62,0,0,0.1,0,0,0.31,0,0.94,0,0.1,0.52,0,0.21,0.21,0.83,0,0,0,0.1,1.87,0,0.1,0,0,0.52,0,0.1,0,0.1,0.1,0.42
22Month,0.14,4.1,0.14,0.55,0,0,0,0.14,0.14,0.68,0,6.97,0.14,0.14,0.55,0,0,0.41,0.96,0.14,0.27,0.14,0.27,5.19,0,0.55,0,0.14,0.68,0.14,0.14,0,0,0,0.27
