stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,33,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,2,16,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,251.41,0.85,0,3.66,0.56,1.41,0,0,0,0,0,0,0,0,0,0,0.85,5.07,0.85,3.66,0,0,0,0.28,21.42,9.86,0,0.28,5.07,0.28,0,2.25,0,0,0,0,0,0
21Day,195.35,0,0,4.81,0,1.11,0.74,0,0,0.37,0,0,1.11,0,0.37,0,0.37,4.07,2.22,10.36,0,0,1.11,0,9.25,3.7,0,0,3.33,1.11,0.37,1.11,0.37,1.85,0.74,0,0,1.11
3Month,6.76,0.52,0,5.2,0,0,0,0,0.1,0.52,1.66,0,1.66,1.25,0,0.62,0.21,1.35,0.21,2.5,0.21,0,0.31,0,0.1,0,0.21,0.21,0.1,0.1,4.58,0.42,0,0,0.21,0.42,0.62,0.31
22Month,1.23,0.55,0.55,3.55,0,0,0,0.14,0,1.5,0,0,10.39,0.27,0,3.01,0.14,0.82,1.09,3.42,0,0.55,0.27,0,0,0.14,0,0,0,0,1.64,0.41,0,0,0,0,0,0
