stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,50,0,0,2,0,0,0,0,0,0,0,0,0
72hpf,4.79,0.56,2.54,4.51,3.66,0,0.28,0,0,0,0,0,0.56,0,0.56,2.54,0.56,12.68,0,0.28,0,422.21,31.85,0,0.85,12.4,0.28,0,12.12,0.56,1.13,0.56,0,0,0
21Day,4.44,0.37,7.4,6.29,6.66,0,0.74,0,0.74,0,0.74,0,11.1,0.74,0.74,1.85,1.11,29.6,0,0,1.85,148.73,27.38,0.74,0.74,11.84,7.03,0,10.36,2.96,2.96,0.37,0.37,0,12.58
3Month,0,0.1,0.21,0.21,0,0.1,0,0.1,0.31,0,0.31,5.51,0.31,0.31,0,0.21,0.31,2.39,0.31,0,0,0.42,0,0.42,0.21,0.1,0,0.1,0.1,0,0,0,0.21,0.31,3.85
22Month,0,0,0.14,0,0,0,0,0,0.27,0.14,0.14,2.73,0.55,0,0,0,0.14,1.37,0,0,0.14,0,0,0,0.41,0,0.14,0.14,0,0,0,0,0,0,1.91
