stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0.56,2.25,0,1.41,0,0,0,0,38.33,6.48,0.56,0,0.85,0,0.28,0.85,0.28,0,0,0,0,0
21Day,0.74,0,0,1.85,0,0.74,0,0,0,0,0,0,0,0,0,0,0.37,1.48,0,0,0,0,19.24,2.59,1.11,0.37,0.37,1.48,0,1.11,0.37,1.11,0,0,0,0
3Month,0.1,0.21,0.1,1.66,0,0,0.21,0.1,0.83,0,3.74,0.83,0,0.62,0.42,1.14,0.62,0.73,0.42,0,0.31,0.31,2.39,0.31,4.16,0,0.1,0.1,11.44,0.1,0,0,0.21,1.04,74.06,0.52
22Month,0,0.41,0.55,0.68,0,0,0,0.14,0.68,0.27,31.16,0,0.55,0.82,0.14,0.27,0.68,0.82,0.14,0.82,0,0.14,3.69,0.41,2.19,0,0.14,0.14,6.42,0.27,0.14,0,0,0.41,0.41,0.27
