stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,5,0,36,1,0,0,1,0,0,0,2,0,0,0,1,1,14,20,69,0,0,0,0,15,622,1,0,0,13,0,0,0,0,0,2,0,0,0
72hpf,4.51,6.76,0,15.22,2.54,2.25,0,0.28,0,0,0,0,0,0,1.97,0,8.17,14.09,1.41,32.13,0,0.85,0.28,0,45.94,140.36,0.28,0.28,0,17.76,1.41,0.85,7.33,0,0,2.25,0,0,0
21Day,19.61,2.59,0,39.22,0.37,24.05,0,29.6,0,1.85,0,0,1.11,0.74,20.72,2.22,1.85,7.77,6.29,87.69,0,0,8.51,0.37,18.5,64.01,0.37,1.11,0,25.9,5.92,0.74,9.62,0.37,0.74,1.48,0,0,5.92
3Month,0,0.62,0.21,15.5,0.1,0,0.21,1.04,0.21,3.12,0,0,5.1,2.5,2.7,3.02,0.52,5.93,4.37,3.74,0.42,0,0.31,1.56,0.52,0.62,0.62,0.1,0,0.1,0.83,97.46,0.42,0,0,0.1,2.39,19.56,4.89
22Month,0,0.41,0.41,5.47,0.14,0,0.27,0.68,0,5.6,0.41,0,13.39,1.5,5.6,4.51,0,1.37,5.47,2.32,0.27,0.82,0.27,0,0.27,0.41,0.96,0.27,0.68,0.14,0.14,30.75,0,0,0,0,0,0.14,1.23
