stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.28,0,0,0,0.28,0,0,0,0,0,0,0,0.28,1.41,0,0.28,0,0,0,0,0.85,0.56,0,0,0,0,0,0,0,0,0.28,0,0,0
21Day,0,0,0,7.03,0,1.11,0,1.11,0,0,0,0,0,0.74,0,0.74,2.96,1.48,1.11,0,0,0,0,1.48,1.11,0,0,0,1.11,0.37,0,0,0.37,0.37,0,0,0.37
3Month,0.1,0.83,0.21,32.25,0.21,0,0.52,0.21,8.01,9.26,0.1,3.64,5.2,0.83,3.12,6.55,19.04,8.95,2.81,1.25,0,1.77,1.46,0.52,0,2.5,0.52,0,0,0.62,2.5,0.21,0,0.21,0.94,1.14,11.44
22Month,0,2.73,1.37,11.34,0.27,0,0.41,0.14,2.73,12.3,10.8,25.42,2.6,1.64,11.89,1.37,2.87,12.03,6.56,0.14,0.55,0.41,0.14,0.55,0.27,0.96,0.82,0.14,0.14,0.41,0.27,1.91,0,0.14,0.14,0,3.55
