stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.85,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0.28,0.85,0.28,0,0,0,0,0,23.68,4.79,0,0,0,3.95,0,0,1.41,0,0.85,0,0,0
21Day,1.11,0,0.74,4.81,0,0.74,0,0.37,0,17.02,0,0,0,0,2.22,0.74,0.37,3.33,0.37,4.44,0,0,0,0,9.62,4.44,0.37,0,0,2.59,0.37,0,0.37,0.37,0,0,0,0.37
3Month,0,0.1,0.1,1.14,0.1,0,0,0,0.21,3.95,0,0,2.7,0.62,0,0.62,0,1.25,0.73,1.87,1.14,0,0,0.21,0.42,0,0,0.42,0,0.1,3.33,0.83,0,0,0,0.1,0.21,0.1
22Month,0.14,0.82,0,1.64,0,0,0.14,0,0.41,15.99,0.14,0,9.02,3.42,0.14,1.91,0,0.27,2.05,2.32,0.14,0.55,0.27,0.14,0.41,0,0,0.41,0.14,0,2.19,2.32,0.82,0,0,0,0,0.68
