stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.25,1.97,0,1.13,1.13,9.58,0,0,0,0,0,0,0,0,11.27,0,1.13,3.38,35.23,96.39,0,0,26.49,0.28,6.48,7.89,0.28,0,17.19,0,0,0,0.28,0,0,1.69,0,0,1.13
21Day,12.21,2.96,1.11,20.35,1.48,12.58,0,1.48,0.37,0,14.8,0.74,0.74,1.48,102.86,0,1.85,5.92,143.18,316.71,0,0,267.13,0.74,18.13,8.51,0.74,0.74,43.66,12.58,0,0,1.48,1.11,5.55,4.44,0,0,219.77
3Month,0.52,0.83,0.1,3.54,0,0,0.83,0.21,0,0.42,4.78,0,3.43,12.27,1.56,1.25,0.1,0.52,25.59,6.24,0.31,0,2.5,0.73,0.52,0,0.73,0,0.1,0.94,0.1,0.62,0,0,0,0,0.21,0.52,136.37
22Month,0.27,1.09,0.82,2.05,0,0,0.27,0.14,0,0.55,6.15,6.29,9.02,4.78,2.6,1.78,0,0.41,32.25,1.91,0,0.55,4.78,0,0,0,0.68,0.41,0,0.55,0,0.41,0.14,0.14,0,0,0,0,60.26
