stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,20,5,0,22,2,1,0,0,0,0,0,2,0,0,0,0,2,10,15,32,0,0,0,1,44,4361,0,0,0,9,0,0,1,0,0,2,0,0,0
72hpf,25.93,5.07,0,19.45,3.95,22.55,0,0.28,0,0.56,0,0,0,0,0.56,0.28,6.2,38.05,3.66,31,0,1.69,0.28,0,1697.29,1527.9,1.13,3.95,0,37.77,1.41,0.28,106.54,1.41,0.85,3.1,0,0,0
21Day,7.03,0.74,1.11,20.35,1.11,15.54,0,4.07,0,0,0,0,1.11,0.74,5.55,2.96,1.11,9.62,5.92,20.35,0,0,1.11,0.37,458.78,386.27,0.74,13.32,0,6.66,19.98,1.48,33.67,2.59,6.66,1.85,0,0,3.33
3Month,0,0.1,0.1,2.08,0,0,0,0,0.31,0.42,0.1,0,1.56,0.42,0,0.62,0.42,2.81,0.31,1.46,0.1,0,0.1,0.21,1.04,3.43,0.1,5.51,0,0,0.31,7.7,0.42,0,0,0,0.73,1.56,0.42
22Month,0,0.14,0,0.82,0.14,0,0.27,0,0.14,0.82,0,0,5.06,0,0.27,0.14,0,0.14,0.14,0.41,0,0.14,0.27,0,0.68,0.96,0.55,1.91,0.27,0,0,3.69,1.23,0,0,0.14,0,0,0
