stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,1,6,0,0,0,0,3,324,0,0,0,0,0,0,1,0,0,3,0,0,0
72hpf,2.82,0,0,1.41,0.56,1.13,0,0.28,0,0,0,0,0,0,0.85,2.82,0,1.97,0,0.28,0.28,0,113.02,97.52,1.13,0,0,1.41,0,0,7.33,10.15,0.56,2.25,0,0,0
21Day,1.48,0.37,0,1.85,0,0.74,0,0,0,0,0,0,0.37,0.37,0,1.11,0,2.96,0,0,0,0,58.09,26.27,1.85,0.37,0,0.37,1.85,0.74,6.29,4.44,0.74,0.74,0,0,0.37
3Month,0.21,0.21,0.21,2.39,0.21,0,0.31,0.52,0,0,3.02,0.73,0,1.87,0.21,0.94,0.83,0.83,0.21,0,0.31,0.21,1.87,1.04,2.6,0.31,0,0,0.21,40.15,1.04,0,0,0.62,0.21,7.39,0.42
22Month,0,0.14,0.27,2.19,0,0,0,4.51,0.41,0,17.49,0.68,0.82,1.5,0,0.27,1.91,1.78,0,0.55,0,0,1.37,0.55,3.42,0,0.41,0,0.14,13.53,1.23,0.14,0,0.27,0,0,0.82
