stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,7,0,0,0,0,1,0,1,0,0,0,0,1,8,3,6,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.13,0.56,0,2.54,0,0,0,0,0,0,0,0,0,0,0,0.28,13.81,0,3.1,0,0.28,0,0,1.69,1.69,0,0,3.95,0,0,0,2.25,0,0,0.85,0,0,0
21Day,0.74,0.37,0,13.32,0.37,0,0,0.74,0,0,0,0,1.11,1.85,0.37,1.11,7.77,1.48,4.44,0,0,0.74,0,1.11,0.74,0,0,2.59,0.74,0,0.37,1.48,0,0.74,0.37,0,0,0.37
3Month,0,0.21,0.1,9.88,0,0,0.1,7.28,1.77,0,0,3.22,13,0.1,2.39,0.52,0.62,1.25,1.77,0.21,0.1,0.73,0.42,0.1,0,0.42,0.1,0,0,0.1,1.14,0.31,0,0,0.31,0.83,0.73,0.73
22Month,0.14,0.14,0,2.46,0,0.14,0,2.73,1.91,0.55,0,4.78,4.92,0.27,2.32,0,0.27,1.37,0.41,0,0,0.41,0,0,0,0.68,0.14,0,0,0,0.55,0,0.14,0,0,0.14,0,0.27
