stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,5,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,19,0,0,0,0,10,134,0,0,0,8,0,0,0,0,0,0,0,0
72hpf,1.97,1.69,0,1.69,0.56,0.85,0,0,0,0,0,0,0,0,0,0,2.54,3.95,0,13.25,0,0.28,0.28,0,12.97,32.41,0,0,0,6.76,0.28,0,2.54,0.28,0,0,0,0
21Day,4.44,1.11,0.37,9.25,0,15.17,0,8.51,0,0.37,0,0,0.37,0,3.7,0,1.85,1.48,1.85,13.32,0,0,1.48,0,8.14,17.02,0,0,0,5.92,2.22,0,1.48,1.11,0.74,0,0,4.07
3Month,0.1,2.29,0.21,14.67,0,0,0.42,1.35,2.29,7.39,0,0,12.9,5.72,1.25,6.14,2.18,4.06,7.39,6.55,0.62,0,1.66,2.6,1.35,0.73,0.62,0.21,0,0.42,0.42,6.14,0.31,0,0.1,4.26,52.32,8.53
22Month,0.14,1.09,0.41,3.96,0.14,0,0.14,0.27,0.55,10.66,2.46,0,22.14,2.46,2.05,4.65,0.55,0.14,5.06,2.73,0,0.27,0.82,0.27,0,0.41,0.96,0.27,0.55,0,0,1.09,0.27,0,0,0.14,0,0.82
