stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,3,12,1,0,0,1,0,0,0,0,0,0,0,0
72hpf,0.56,0.56,0,1.97,0.28,0.85,0,0,0,0,0,0,0,0,0,0.56,0,1.13,3.1,1.41,1.69,0,0.85,0.28,0.28,3.95,1.13,0,0,0,1.41,0,0,0.28,0,0.85,0,0,0
21Day,1.85,1.11,15.91,4.81,0,0.74,0,0.37,0,0,0,0,0,5.55,0.37,2.22,13.69,0,2.96,4.44,8.51,0,0,1.48,0,3.33,2.96,0.37,0,0,6.29,1.48,0,1.48,0.74,0.74,0,0,2.59
3Month,0.21,1.35,8.01,5.51,0,0,0.21,0,0.1,1.35,0.94,0,0,140.74,1.66,0.1,31.41,2.39,2.6,6.35,5.3,1.46,0.42,1.56,4.47,0.42,0.1,0.1,0.31,0,0.1,2.81,5.51,0.31,0,0.1,3.74,1.56,3.22
22Month,0,1.64,4.24,3.28,0,0,0.27,0,0.14,0.55,0.82,0.96,0,111.64,0.27,0.27,31.29,0.41,0.41,5.33,2.19,0,1.91,0.14,0.41,0.14,0,0.14,0.27,0.14,0,0.14,2.05,0.14,0,0,1.09,0,0.82
