stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8,2,0,36,0,0,0,0,0,0,0,9,0,0,0,0,10,14,7,10,0,0,0,1,7,119,0,0,0,3,0,0,0,0,0,0,0,0
72hpf,7.89,1.41,0,8.46,0.85,0.85,0,0.28,0,0,0,0,0,0,2.25,0,7.89,29.31,3.1,10.71,0,1.97,0,0.85,42.84,24.8,0.56,0.56,0,7.89,0.28,0,3.95,0,0.85,0,0,0
21Day,5.55,0.74,0.74,22.94,0.74,14.43,0,8.88,0,0.37,0,0,0.74,0,17.02,0.37,4.44,9.25,3.33,9.99,0,0,1.48,0.37,14.8,7.4,0.74,0.37,0,4.07,2.22,0,0.37,0,1.11,0,0,5.92
3Month,0.31,2.29,1.14,54.82,2.08,0,1.35,0.21,5.62,3.85,0.1,0,57.21,3.02,3.12,22.16,11.03,16.95,18.62,8.43,1.66,0,5.51,4.89,3.02,0.42,2.81,1.35,0,0.42,1.35,40.57,0.62,0,0,1.77,10.51,28.19
22Month,0.14,2.46,2.05,13.66,0.27,0,0.41,0.41,2.46,4.92,9.57,0,109.87,1.64,5.33,35.67,3.55,2.6,17.49,7.11,0.27,1.91,2.6,0.14,1.37,0.27,1.64,2.05,0.55,0.14,0,16.12,1.5,0.27,0,0.55,0,9.02
