stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.69,0.28,0,0.28,2.82,0.85,0,0,0,0,0,0,0,0,0.85,3.38,0.28,3.38,0,0.56,0,0,171.65,9.86,0.56,0.28,2.82,0,0,2.82,0,0.28,0,0,0
21Day,0.74,0.74,0,1.85,3.33,0.37,0,0,0,0,0,0,0,0,0,0.37,0,9.62,0,0.37,0,0,21.83,2.96,0.37,0,2.22,1.11,0,1.11,0,0,0,0,0
3Month,0,0,0.1,0.73,1.56,0,0,0.52,0.21,0,2.18,0.21,0.21,1.04,0.31,0.21,0.31,4.58,0.1,0,0,0.1,1.14,0.1,1.14,0,0.21,0,0.83,0,0,0,0.31,1.87,0.21
22Month,0.14,0.14,0.41,1.37,0.41,0,0.14,0,0.82,0.27,14.35,0.68,0.68,1.23,0,0.14,0.68,5.74,0.14,0.14,0.41,0,0.68,0,1.64,0.14,0,0,1.37,0,0.14,0,0.27,0,0.27
