stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0.85,1.97,0,0.28,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,4.07,0,0,0,0,0,0.37,0,0,0.74,0,0,0,0,0,0,0,0,1.48,0,0.37,0,0,0.37,0,0.37,0,0,0.37,0,0,0,0,0,0
3Month,1.25,6.97,7.18,77.39,0.52,3.22,0.62,0.31,12.27,46.6,0.1,143.96,910.67,2.6,60.43,8.22,26.94,24.24,32.45,6.24,1.04,17.79,5.1,3.64,0.52,3.95,1.98,0,1.25,13.42,5.41,23.4,1.87,0,0.42,10.3,17.79,22.16
22Month,0.27,8.47,3.14,16.81,0.41,2.32,0.55,0,3.55,18.72,2.73,130.5,240.37,1.37,8.75,0.82,3.42,10.39,18.86,0.82,2.87,5.47,0.27,0.68,0,1.23,0.96,0.82,0.27,2.6,0.27,1.91,0.27,0.55,0.41,0.68,0,11.62
