stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,T_cell
24hpf,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,12,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.66,0.85,0,4.23,1.13,3.1,0.28,0.56,0,0,0.28,0,2.25,8.17,1.13,6.76,0,0,632.75,60.32,0.28,0.28,7.61,0.28,0,2.82,0.56,1.13,0.56,0,0
21Day,1.85,0.37,0.74,7.4,0.37,7.03,0.74,0.37,1.48,0.37,3.7,1.11,2.22,3.7,1.85,7.77,0,0.37,281.19,25.9,0,0,4.44,6.29,0,1.11,1.48,1.48,0.37,0,0.74
3Month,0,0,0,0.62,0,0,0,0,1.14,0.21,0,0.21,0,0.1,0.21,0,0,0.1,0.21,0,0,0,0,0.1,0.1,0,0,0,0,0,0.1
22Month,0.14,0.14,0,0,0,0,0,0.14,3.01,0,0,0.14,0,0,0,0.27,0.14,0.14,0.55,0.14,0,0,0.14,0,1.23,0,0,0,0,0.14,0
