stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,54,24,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,45,0,0,0,0,7,27,0,0,11,0,0,0,0,0,0,0,0,0
72hpf,14.66,46.22,0,9.3,0,1.41,0,0,0,0,0,0,0,0,0,2.82,3.66,0,117.53,0,0,13.81,1.97,48.76,16.91,0,0.56,92.73,0,0,2.82,0,0,8.46,0,0,0
21Day,62.16,20.72,0,34.04,0.37,8.88,0,1.85,0,0,0,1.48,0,3.33,1.48,1.11,4.81,1.85,217.55,0.37,0.37,102.86,0.37,34.04,9.62,0,3.33,24.42,9.62,0,0.74,1.85,2.96,4.07,2.96,0,1.11
3Month,0.52,8.74,0.31,7.91,0,0,0.1,0.1,0.52,0.42,0,3.22,0.62,0.42,0.52,0.31,0.73,1.14,12.69,5.93,0,2.18,0.1,0.42,0,0.1,0.73,0.1,0.1,0.21,0.1,0,0,0.1,9.26,0.52,0.42
22Month,0.41,6.7,0,3.01,0,0,0,0,0,0.68,1.37,8.47,0.14,0.27,0.96,0.27,0.27,0.68,3.96,0.41,0.27,1.09,0,0.14,0,0,0.27,0.14,0.27,0,0,0.14,0,0,0.55,0,0
