stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.1,0.56,0,1.41,1.69,3.38,0,0,0,0,0,0,0,0,0,1.41,4.23,0.28,21.14,0,4.51,0.28,338.22,12.68,0.28,0.56,0,6.48,0,0,1.13,0.28,0.85,5.92,0,0,0
21Day,1.48,0.37,0.37,5.18,3.7,1.11,0,1.11,0.37,0.74,0,0,0,1.48,1.11,0.74,1.85,1.11,14.06,0,14.8,0.37,108.04,3.7,0,0.37,0,1.48,4.07,0.37,0.74,0,1.85,4.81,0,0,1.11
3Month,0,0.1,0,2.08,0.31,0,0.1,0,0.1,0.31,0.1,1.77,0.21,0,0.52,0.31,0.42,0.42,1.77,0,0.21,0.1,0.94,0,0.83,0,0,0,0.21,1.25,0.21,0,0,0.1,0.1,0.42,0.21
22Month,0,0.41,0,1.09,0.41,0,0.14,0,0,0.96,0,6.7,0.14,0.14,0.82,0,0.27,0.41,1.91,0.27,1.64,0,2.6,0.14,1.64,0,0.27,0,0,2.05,0.68,0.14,0,0,0,0,0.27
