stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,3,1,0,0,0,0,0,1,0,1,0,0,0,0,12,1,75,18,0,0,0,0,14,184,4,0,2,0,0,0,0,0,2,0,0,0
72hpf,14.94,1.13,0,8.17,1.97,7.05,0,0.85,0,0,4.23,0,0,0,0,0.28,0,15.78,6.76,12.12,23.39,0,1.13,1.41,2.25,598.36,91.88,3.95,0,14.37,0,0.28,8.46,3.1,1.13,16.91,0,0,0
21Day,6.29,0.37,2.22,29.23,1.85,8.88,0,2.22,0,0.37,5.18,0,0,1.48,0,8.88,0.37,3.33,4.81,53.65,27.75,0,0,1.85,0.74,195.35,38.11,12.95,0.74,8.51,2.96,1.11,5.18,12.58,6.66,6.29,0,0,1.85
3Month,0.94,1.87,3.95,80.72,0.1,0,0.42,0.1,3.95,23.61,1.46,0.1,0,10.92,2.39,0.52,6.66,24.03,3.54,44.62,10.4,10.51,0,1.14,25.48,12.69,0.52,36.2,0.83,0.31,1.98,19.24,0.42,0.31,0,1.04,0.83,14.04,1.56
22Month,1.09,2.05,2.46,58.62,0.27,0,0.14,0.27,0.68,15.44,3.55,5.74,0,19.54,1.09,0,4.92,5.33,0.55,18.86,11.21,1.09,0.82,1.23,3.42,10.39,0.14,36.9,0.41,0.14,0.55,9.84,1.5,17.49,0,0.41,0,0,0.41
