stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,5,2,0,2,0,0,0,1,0,56,2,0,0,1,0,0,0,0,0,0,0,0
72hpf,0.56,0.28,0,3.66,1.69,0,0,0,0,0,0,0,0,0,0,1.41,3.66,0,2.25,0,0.28,0,0.85,5.92,7.61,0.28,0,0,1.69,0,0,4.51,0,1.13,0,0,0
21Day,0,0,0,4.07,3.7,1.11,0,0.37,0,0,0,0,0,0.37,0,0.37,2.59,0.74,7.03,0,0,0.37,0,2.96,1.11,0,0,0,1.85,1.11,1.48,0.74,0,0,0,0,0
3Month,0.1,0.62,0.31,32.66,0.73,0,0.31,0,2.29,3.22,0,7.8,2.18,0.21,2.5,6.03,13.21,2.5,7.07,1.56,0,0.94,1.25,4.99,0.21,1.25,0.1,0,0.62,1.56,62.93,0.52,0.1,0.1,0.94,271.69,1.56
22Month,0,0.55,0.27,13.66,0.27,0,0,0,0.41,1.37,0.27,4.51,0,0,1.23,1.5,2.6,1.23,9.29,0.14,0.55,0,0.41,1.23,0.14,0.96,0,0.14,0.14,0,14.62,0.55,0,0.14,0.14,0.96,0.14
