stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.28,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,1.69,0,0,0,3.38,0,0.28,0,0.28,0,0,0,0,0,0,0,0
21Day,0.37,0,0,1.48,0,0.37,0,0.37,0,0,0,0,0,1.11,0,0,0,0,1.11,0,0,0.37,2.22,0.37,0,0,1.11,0,0,0,0.37,0,0,0,0
3Month,0.42,1.56,0.1,10.3,0,0,0.52,0.1,0.21,5.82,0,3.43,3.43,0.42,0.62,0.31,3.85,1.46,7.8,1.46,0,1.04,0.1,0.21,0.21,0.1,0.1,0.1,1.04,0.1,0,0.31,0.62,0.52,2.6
22Month,0,1.5,0,2.6,0.14,0,0,0.14,0,2.6,0.41,4.51,1.64,0.14,0.14,0.14,0.14,1.37,2.05,0.14,0.14,0.14,0.41,0.14,0.14,0,0,0,0,0.68,0,0,0.14,0.14,1.09
