stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,7,0,0,0,0,3,57,1,0,0,1,0,0,0,0,0,0,0,0
72hpf,1.13,0,0,3.38,0,0.85,0,0,0,0,0,0,0,0.28,0,0.28,2.82,0,5.07,0,0.28,0,0,29.59,14.37,0.28,0,0,5.64,0,0,1.69,0.28,0.28,0,0,0
21Day,1.48,0.37,0.37,5.18,0.74,1.11,0,1.48,0,0,0,0.37,0,1.11,0.37,0,0.37,0.37,9.25,0,0,1.85,0,11.1,8.88,0.74,0.37,0,1.85,1.85,0,2.59,0.37,0,0,0,0.37
3Month,0.1,0.62,0,4.68,0.1,0,0.1,0.21,0.62,0.94,0,6.24,0.73,0.52,11.55,0.31,1.66,0.73,2.29,0.52,0,0.31,0.73,0.42,0.31,0.21,0.42,0,0.31,0.31,6.24,0,0,0,0.21,1.66,0.62
22Month,0.14,0.55,0.14,2.32,0,0,0.27,0.14,0.82,0.82,0.68,15.44,0.96,0.82,4.78,0.41,0.41,1.37,2.87,0,0.14,0.14,0,0.14,0.14,0.55,0.14,0.14,0.14,0,1.23,0.14,0,0,0.14,0,0.14
