stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,3,0,19,0,0,0,0,0,0,0,0,2,0,0,1,0,4,25,27,14,0,0,0,0,7,73,0,0,2,0,0,0,0,0,0,0,0
72hpf,1.97,0.56,0,17.19,1.13,1.13,0,0.28,0,0.28,1.13,0,0,0.28,0,0.28,0,5.92,49.04,2.82,11.84,0,0.56,0.28,0.28,18.04,9.3,0,0,5.92,0.28,0.28,0.28,0.28,2.54,0,0,0
21Day,2.59,0.37,1.11,71.78,1.48,3.33,0,1.48,0,1.48,2.59,0,0,2.96,1.85,1.48,3.7,1.85,32.19,4.44,11.1,0,0,0.37,1.48,7.03,3.7,0,0,7.77,1.11,0.37,1.85,0.37,1.11,0.37,0,0.37
3Month,0,1.77,1.98,52.22,0.21,0,0.62,0.21,0.1,26.94,17.58,0,0,51.18,15.71,0.52,40.57,3.64,7.18,7.49,5.82,1.14,0.1,3.02,3.12,0.83,0.1,1.25,0.52,0.94,1.87,18.93,0.21,0,0.1,1.14,12.27,2.6
22Month,0.14,2.6,3.14,14.07,0.14,0,0.55,0.41,0,9.98,44.55,4.1,0,89.1,18.72,1.78,52.47,0.68,2.6,15.03,6.7,0.27,1.78,0.82,0,1.09,0.14,1.5,0.55,0.68,0.27,4.92,0.41,0.27,0,0.27,0,1.09
