stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.69,0.28,0,0,0,0,0,0,0,0,0,0.56,7.89,0,0.28,0,0,0,0,4.23,2.54,0,0,0,0.56,0,0,0.85,0,0,0,0,0
21Day,0,0,0,12.21,0,1.11,0,0,0,0,0,0,0,0,0.37,7.77,0.37,1.48,0,0,0,0,1.85,1.11,0,0,0,0.74,0.74,0,0,0,0.37,0,0,0
3Month,0.1,0.31,0.31,62.51,0.1,0,0.31,1.04,1.46,0.1,8.22,2.29,0.31,3.74,1.77,2.29,1.35,2.7,0.83,0,0.31,0.62,0.83,0,0.42,0.21,0,0.1,2.6,78.74,0,0.1,0,0.62,216.46,1.25
22Month,0,0.82,0.14,5.06,0,0,0,0,2.05,0.14,3.69,0.14,0.14,1.37,0.14,0.27,1.37,1.64,0.14,0.14,0.27,0,0.41,0,0.14,0.14,0.14,0,0,16.53,0.55,0,0,0.14,0.68,0.41
