stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,11,2,0,8,0,7,0,1,0,0,0,2,0,0,0,0,3,15,13,25,0,0,0,0,4,161,0,0,0,7,0,0,0,0,0,0,0,0,0
72hpf,6.76,0.85,0,5.36,0.85,71.03,0,0.85,0,0.85,0,0,0.28,0,0.56,0,2.25,40.87,2.25,14.09,0,1.13,0.56,5.64,428.97,24.52,0.85,0.28,0,11.27,0,0.28,4.51,0.56,0,0.85,0,0,0
21Day,2.22,0,3.33,5.92,0,203.12,0,20.35,0,1.85,0,0,1.11,0,2.59,1.85,0.37,3.7,4.07,11.1,0,0,0.37,2.59,126.17,5.92,0.74,0.74,0,8.14,7.77,0,0.74,1.11,1.48,1.11,0,0,3.33
3Month,0,0.42,7.49,14.77,0,0,4.68,2.08,0.83,23.09,0.42,0,62.72,2.18,0.1,3.64,14.67,1.25,6.24,4.89,3.02,0.21,1.46,47.74,9.15,0.52,2.81,0.21,0,0.21,1.14,19.87,0,0.1,0,0,0.21,2.91,2.39
22Month,0.14,1.23,3.14,4.78,0.14,0,3.01,0.96,1.78,42.63,12.3,0,118.75,0.96,1.37,7.79,2.32,0.55,30.75,4.92,0.14,2.32,0.96,3.28,8.61,0,4.1,0.68,2.19,0.14,0.41,12.3,0.96,0.41,0,0,0,0,3.28
