stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,5,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,10,14,0,0,0,0,1,7,0,0,0,4,0,0,0,0,0,0,0,0
72hpf,2.54,3.95,0,2.25,0.28,1.13,0,0,0,0.28,0.28,0,0,0,0,0,3.38,14.66,3.66,25.65,0,0.28,1.69,0,6.2,6.76,0.28,0,0,32.13,0,0,1.41,0,0.56,0,0,0
21Day,3.33,2.59,0,44.03,0,1.85,0,1.11,0,0.37,1.11,0,0.37,1.11,2.96,2.22,1.48,15.17,7.03,43.66,0,0.37,9.62,0,8.51,4.07,0.37,0,0,16.28,2.59,0,2.22,0.74,0,1.11,0,1.11
3Month,0.1,2.7,0.42,21.22,0,0,0.31,0,0.1,3.95,4.06,0,4.99,11.34,0.52,6.66,1.56,5.3,9.36,9.15,2.5,0,3.64,1.14,0.42,0.31,1.04,0.21,0,1.46,0.52,1.35,0,0,0,5.1,3.85,1.87
22Month,0.41,5.47,0.41,11.21,0.27,0,0,0.27,0.14,2.6,8.75,5.6,19.68,4.51,0.68,10.66,0.27,2.32,10.52,8.34,0.55,0.55,1.78,0.14,0.55,0.14,1.09,0.55,0.14,0.82,0.14,0.82,0.68,0,0,0.14,0,0.96
