stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,2,7,0,0,1,6,57,0,0,0,0,0,0,0,0,0,1,0,0,0
72hpf,1.69,0.85,0,1.69,0.56,0.56,0,0.85,0,0,0,0.28,0,0.56,0,1.97,2.82,0.56,6.2,0.56,0.28,0,40.3,20.01,0,0.28,0,4.79,0.28,0,2.25,0.28,0,0.28,0,0,0
21Day,2.59,0,0.37,13.32,0,3.33,0,1.85,0.37,0,0.37,0.37,0,3.7,0,1.85,2.22,1.85,7.77,0,0.74,0,21.09,12.21,0,0.37,0,3.7,0.74,0.37,0.37,0.74,1.11,0.37,0,0,1.11
3Month,0,0.21,0,3.95,0.21,0,0,0,0.42,0.83,0,3.02,0.52,0.42,1.35,1.25,1.04,0.73,1.77,0,0.42,0.73,0.31,0.31,0.21,0.21,0,0,0.1,4.89,0,0,0,0,0.31,2.18,1.35
22Month,0,0,0.27,1.5,0,0,0.14,0,0,0.68,0.41,5.88,0,0.41,0.68,0,0.14,0.27,0.68,0.14,0.27,0,0,0,0,0,0.14,0,0,0.55,0,0.14,0,0,0,0,0.41
