stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,5,0,4,0,0,0,0,0,0,0,1,0,0,0,0,2,10,5,11,0,0,0,1,5,155,0,0,0,3,0,0,0,0,1,0,0,0
72hpf,1.13,0.28,0,5.36,1.13,0.28,0,0.28,0,0,0,0,0,0,0.28,0,0.56,4.51,0.56,4.79,0,0.85,0,0.56,12.97,22.83,0,0,0,3.38,0.56,0,1.41,0.28,0.28,0,0,0
21Day,0.74,0.37,0,2.22,0.74,1.85,0,1.85,0.37,0.74,0,0,0.37,0,1.85,0,0,1.85,0.74,4.44,0,0,1.11,0,3.33,8.14,0,0,0,3.7,0,0,0,0,0,0,0,0
3Month,0,0.31,0.62,7.7,0.1,0,0.1,1.04,0.42,3.22,0.1,0,5.2,1.46,1.35,0.73,0.42,2.08,2.5,4.47,0.94,0,0.31,1.46,0.52,0.62,0.21,0.1,0,0,0.31,10.3,0,0,0.1,0.62,13.94,6.14
22Month,0.14,0.82,0.41,3.14,0,0,0,0.41,0.27,2.19,0.41,0,29.65,0.68,1.64,0.68,0.41,0.55,1.91,2.6,0,0.41,0.41,0,0.14,0,0.14,0.82,0.14,0.14,0.14,0,0.27,0,0,0,0,1.09
