stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,10,116,0,0,1,0,0,0,0,0,0,0
72hpf,1.13,0.28,0,0.56,0,2.54,0,0,0,0,0,0,0,0,0,3.1,0,4.79,0,0.56,0,226.32,28.18,0.85,3.66,7.61,0.28,0,5.64,0.85,4.23,0,0
21Day,0.74,0,0,2.22,0,1.85,1.11,0,0,0,0,0,1.48,0,0,0.74,0.37,9.25,0,0,1.11,59.57,15.91,0.37,1.48,5.55,1.11,0.37,2.59,1.48,0.37,0,0.37
3Month,0.1,0.73,0.31,3.43,0.21,0,0.1,0.21,1.04,0.1,1.87,0.52,0.1,0.52,0.1,1.35,1.25,3.12,5.51,0,0.62,3.95,0.62,1.77,1.87,0.42,0,9.26,0.31,0.21,0.31,1.87,0
22Month,0.14,0.55,0.41,2.19,0.14,0,0.14,0.14,1.23,0.96,5.19,0.96,0.41,0.55,0.14,0.14,0.68,1.37,0.68,0,0,2.87,0.82,5.06,4.92,0,0,3.14,0.41,0.14,0,0,0
