stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,3,0,11,1,0,0,0,0,0,0,0,2,0,0,0,0,1,1,3,20,0,0,0,0,7,148,0,0,0,3,0,0,0,0,0,0,0,0,0
72hpf,3.66,1.41,0,4.79,0.28,5.36,0,0,0,0,0,0,0,0,0,1.13,0,1.97,10.15,0.56,12.4,0,0.56,0,0,76.66,43.69,0.85,0.28,0,13.53,0.28,0,6.2,0.28,0.28,0.85,0,0,0
21Day,7.4,0.74,0,13.32,0,4.07,0,1.85,0,0.37,0,0,0,0.74,0,4.07,1.48,0,3.33,0.37,19.24,0,0,0.74,0,26.27,21.83,0,1.11,0,5.92,2.59,0.74,0.74,0.37,1.48,0,0,0,0.74
3Month,0.31,2.91,0.62,33.18,0.21,0,0.94,0.62,0.1,4.99,3.43,0.1,0,33.29,2.91,1.14,14.04,3.22,11.44,5.62,10.3,1.56,0.1,2.7,1.77,3.02,1.56,2.81,1.35,0,0.73,0.83,33.49,0.52,0,0,0.52,3.74,7.07,5.41
22Month,0.27,4.37,0.96,12.71,0.27,0,0.55,1.09,0.14,1.91,2.87,4.1,0,71.19,3.69,2.87,17.76,0.96,3.14,5.19,15.58,0.27,2.46,1.78,0.27,1.91,0.14,1.37,2.73,0.14,0.14,0.27,5.6,1.37,0.27,0,0.14,0.41,0,2.73
