stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,5,20,0,36,1,0,0,1,0,0,0,3,0,0,0,0,2,15,15,19,0,0,0,0,10,168,0,0,0,2,0,0,0,0,0,0,2,0,0,0
72hpf,5.92,8.46,0,16.63,1.41,6.48,0,1.41,0,0,0,0.28,0,0,0.85,0.56,5.07,29.31,5.36,17.19,0,1.41,0.85,0,97.8,37.2,0.56,1.41,0,14.66,0,0,0.85,8.17,3.1,1.13,1.97,0,0,0
21Day,3.33,4.07,0.74,52.91,0.37,15.91,0,12.58,0.37,2.22,0.37,0,0.74,0,13.32,3.33,2.59,16.65,18.5,22.2,0,0.37,5.92,0,31.08,14.8,0.74,1.48,0,9.62,2.22,0,1.11,2.96,1.11,2.22,1.11,0.37,0.37,5.18
3Month,0.21,7.39,0.73,44.31,0.52,0,0.73,1.56,3.95,9.99,0.31,0,41.5,29.33,1.35,12.48,3.12,12.17,36.2,12.38,2.39,0.42,4.47,3.12,1.77,0.62,2.6,1.98,0,0.21,2.08,0.1,45.04,0.83,0,0,0.42,3.95,6.55,10.09
22Month,0.27,7.79,1.37,21.59,0.14,0,0.27,0.96,2.19,26.78,43.45,0,101.53,9.7,5.6,17.76,2.46,5.6,34.16,9.84,0,2.05,2.6,0,1.78,0,2.19,5.33,1.91,0.41,0.27,0,12.98,2.32,1.37,0,0.14,0.68,0,6.83
