stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,18,0,0,0,0,0,0,0,0,4,0,0,0,0,5,2,13,21,0,0,0,0,9,104,0,0,0,5,0,0,0,0,0,0,0,0
72hpf,2.82,3.1,0,10.99,3.66,1.13,0,0.28,0,0,0,0,0,0,0,0.85,0,6.2,43.4,1.97,19.45,0,2.54,0.28,0,14.09,19.45,1.13,0.85,0,51.3,2.54,0,1.97,0,0.85,0,0,0
21Day,2.22,0.74,0.37,19.24,0.74,1.48,0,2.22,0,1.85,0.37,0,0,1.85,1.48,2.22,1.85,2.59,30.34,2.59,19.24,0,0,2.96,0,3.7,5.18,1.11,0.37,0,13.32,1.48,0.37,0.74,0.37,0.74,0,0,1.48
3Month,0.73,3.33,2.29,57.73,0.42,0,0.42,0.31,0.42,68.44,9.67,0.31,0,378.62,17.16,2.08,19.56,3.64,10.09,12.07,20.08,1.87,0.73,51.7,2.5,1.25,0.21,7.18,0.83,0,2.91,6.24,31.93,0.42,0,0.1,5.3,3.43,15.71
22Month,0.14,3.96,2.32,27.33,0,0,0.82,0.41,0.27,23.09,14.48,6.56,0,514.62,6.42,3.42,16.4,1.64,2.87,12.98,9.84,0.14,6.15,23.37,0.14,0.68,0.27,6.7,1.64,1.37,0.68,1.23,2.05,0.82,0.55,0.27,0.55,0,6.7
