stage,Epithelial_cell,Granulocyte,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Ionocyte,Macrophage,Mesenchymal_cell,Neural_cell,Pancreatic_cell
3Month,0.1,0,0.62,0.1,0.1,0.1,0.1,0.1,0.1,0.1
22Month,0,0.14,1.5,0,0.14,0,0,0.14,0,0
