stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,2,18,0,0,0,2,0,0,0,0,0,0,0,0,0
72hpf,6.48,2.82,0,2.54,0.28,1.41,0,0,0,0,0,0,0,0.56,0,0.28,3.38,0.56,39.18,0.28,0.28,3.95,0,16.07,29.88,0.56,0.28,0,34.1,0,0,47.91,0,0,0.28,0,0,0
21Day,11.84,5.18,0,6.66,0,4.44,1.11,0,0,0,0,0.74,0,3.7,0.74,0,3.33,0.37,86.95,0,0,12.21,0.37,10.73,12.58,0.74,1.48,0,28.49,4.44,1.11,54.02,1.48,1.48,2.22,0.37,0,0.74
3Month,0.42,2.08,0.1,6.14,0.1,0,0.1,1.46,0.52,0.94,0.1,2.39,1.35,0.83,1.04,0.62,1.04,1.04,9.26,1.04,0,5.2,0.83,0.31,0.52,0.62,0.31,0,0.21,0.1,11.44,1.87,0,0,0,0.52,14.56,0.31
22Month,0,0.68,0,2.87,0,0,0.14,0.27,0,1.64,0.41,9.29,0.68,1.09,2.05,0.27,0.41,0.68,4.51,0.27,0.27,3.55,0.14,0.27,0.96,0.27,0.27,0.27,0,0,8.47,2.87,0.14,0,0,0.14,0,0.14
