gene	21Day	22Month	24hpf	3Month	72hpf
si:ch1073-394i4.1	9	35	5	41	0
si:ch211-111e20.1	19	0	2	102	16
si:ch211-112g6.4	239	561	1	1474	2
si:ch211-113d11.6	342	2616	2	2851	5
si:ch211-11c3.12	146	590	2	1557	5
si:ch211-135n15.3	2	0	2	2	3
si:ch211-197l9.5	2	2	0	0	1
si:ch211-215e19.6	12	0	0	14	1
si:ch211-221n20.4	10	0	5	3	8
si:ch211-231i17.4	3	0	3	3	1
si:ch211-234h8.7	3	228	2	143	9
si:ch211-236k19.2	2	3	1	3	0
si:ch211-246n15.2	0	0	0	0	3
si:ch211-63b16.3	0	0	0	0	0
si:ch211-76m11.9	0	0	0	0	0
si:ch73-138e16.5	3	0	4	5	11
si:ch73-313l22.2	0	0	0	0	0
si:ch73-359m17.8	7	11	0	6	1
si:ch73-90k17.1	1	0	0	0	4
si:dkey-111e8.4	0	6	14	147	1
si:dkey-121h17.7	4	94	4	127	1
si:dkey-16b10.1	8	0	9	0	4
si:dkey-179k24.2	1	0	2	0	4
si:dkey-191j3.2	8	4	2	38	6
si:dkey-21e2.11	24	70	0	351	1
si:dkey-23i12.9	1	11	0	12	2
si:dkey-26i13.5	13	0	0	10	2
si:dkey-275b16.2	3	0	1	0	2
si:dkey-29d5.1	1	2	1	4	1
si:dkey-3h23.3	0	0	0	0	0
si:dkey-40g16.5	24	194	2	18341	1
si:dkey-65b12.10	5	54	1	8	4
si:dkey-71l4.3	9	3	1	12	5
si:dkey-79f11.8	12	3073	1	6824	1
si:dkey-7f3.14	14	186555	0	348977	0
si:dkey-7j22.4	0	0	2	0	1
sod3a	42	2960	1	9232	6
spsb3b	0	2	0	1	1
sstr2a	2	165	0	87	3
taar11	0	0	0	0	0
taar13d	4	0	1	3	1
taar19n	0	1	0	38	0
taar20c	0	43	0	200	1
tas1r2.2	0	3	0	1	0
tas2r200.2	2	1	0	0	0
tex26	18	37	5	135	16
tnfsf13	4	5	1	0	0
traj10	86	48	0	208	8
traj3	32	5	1	48	1
vwa11	20	52	0	65	0
wfikkn2b	1	25	0	12	1
zgc:158445	289	260	3	3570	22
zgc:165583	35	5832	1	4661	0
zgc:175136	9	413	1	4	8
zgc:55888	8	670	1	336	8
znf1049	1	0	1	0	0
znf1139	3	0	6	0	5
znf1165	9	12	4	10	7
znf1172	4	2	0	0	5
znf1180	8	0	0	7	4
znf996	5	0	2	0	10
BX664742.1	1	10	1	18	0
BX681417.7	0	0	0	0	0
BX901883.4	5	1003	0	227	0
BX936298.2	173	1228	1	2689	4
BX957252.3	5	3	1	11	6
CABZ01056052.1	172	922	0	1925	1
CABZ01073197.1	1	0	0	0	1
CABZ01102578.1	0	2	0	7	0
CABZ01118270.1	5	5	2	0	3
CR339041.2	11	348	1	301	4
CR382337.3	4	3	0	21	2
CR385077.1	1	0	1	3	0
CR388157.1	0	35	1	137	1
CR388165.1	6	0	0	0	2
CR391910.1	3	0	0	0	4
CR392341.1	15	281	8	288	9
CR450780.2	2	0	4	0	1
CR450813.1	0	116	3	3	1
CR524827.1	16	42	1	18	1
CR626887.3	1	11	2	11	5
CR759845.2	1	2	3	15	7
CR847850.1	4	0	1	0	2
CR847899.2	2	12	2	12	1
CR848025.2	2	6	4	85	1
CR854965.1	4	0	0	0	4
CR925761.2	0	73	0	92	6
CR925879.1	7	15	7	0	0
CR933017.1	2	47	1	1	1
CT027623.1	6	0	7	4	4
CT033790.1	1	0	4	11	2
CT573163.1	1	3	0	0	1
CT573247.1	23	1097	21	185	14
CT583727.1	3	10	6	3	5
CU019647.1	7	0	8	0	5
CU182823.3	4	9	0	15	2
CU462878.2	1	0	0	3	1
CU633999.1	2	0	2	37	0
CU694256.1	3	6	1	33	0
CU694807.1	1	0	0	25	2
CU695011.1	2	6	2	0	7
CU856621.1	1	0	1	0	4
CU896602.4	1	0	0	16	0
CU896691.3	1	0	1	3	0
CU927920.1	0	2	0	3	0
CU929426.1	0	17	0	37	0
CXCL11	5	372	0	509	0
DCHS2	1	15	4	17	8
FO904898.5	2	0	0	3	2
FP236735.1	35	919	4	1267	5
FP325358.1	4	0	0	0	2
FQ377628.2	4	122	0	196	1
LO017843.1	7	17	0	43	2
LO018231.1	1	14	0	0	1
LO018564.1	22	141	6	219	2
MAJIN	10	9	0	371	1
RAB37	5	3	1	3	8
RF00088	4	16	3	0	1
RF00158	1	11	1	0	4
RF00263	0	0	4	1	3
TRIM62	19	0	7	3	12
abcc6b.1	9	778	1	1505	3
cbln6	19	13561	0	2600	0
cbln9	418	47238	3	37736	12
ccdc36	2	10	0	380	2
ccr6b	14	3	0	7	0
cmpk2	1	0	2	19	0
dre-let-7a-5	3	19	0	84	2
dre-let-7c-2	0	0	0	0	0
dre-mir-128-1	1	0	1	0	5
dre-mir-146a	14	1083	5	202	6
dre-mir-146b	24	112	1	276	2
dre-mir-18c	0	0	1	0	0
dre-mir-23a-2	3	0	1	0	0
fndc5a	1	0	1	0	3
gltpb	7	16	5	1295	9
gpbar1	16	26	1	16	1
gtf2f2b	3	209	6	295	2
gucy1b2	1	26	0	28	3
igic1s1	8	5945	1	388	1
il21r.2	12	5	0	34	0
il26	1	0	0	0	1
irgf1	24	518	1	829	4
kcnj12b	2	12	0	3	4
lrrc18b	5	13	2	12	4
lrrc38a	7	15	1	0	6
mpp7b	0	6	0	0	2
mxtx1	4	233	5	72	3
nitr8	5	114	2	69	2
or104-1	2	4	0	0	1
or109-1	1	4	0	7	11
or125-6	0	6	0	32	1
or126-1	3	0	0	0	0
or133-1	1	3	0	14	60
ora5	0	0	0	0	0
oxtr	1	8	1	2	3
pimr109	1	23	1	298	4
pimr132	0	0	0	29	0
qrfpra	13	22	0	22	9
si:ch211-114c12.5	3	167	0	260	0
si:ch211-125c23.3	34	19	0	119	0
AL845428.3	0	0	0	0	1
AL928808.1	1	5	0	0	1
AL928920.1	0	0	0	0	0
AL929276.2	3	41	2	12	4
AL929315.1	5	0	6	3	3
AL935300.3	6	5	1	5	2
ANKRD66	11	114	2	4451	2
BX000981.4	0	0	0	0	0
BX005275.1	0	0	1	0	2
BX005355.1	3	3	1	5	4
BX005461.1	3	49	2	3	9
BX088524.2	6	12	1	144	1
BX247946.1	1	7	1	5	0
BX248238.2	1	0	1	0	0
BX255896.1	0	2	0	12	1
BX255898.1	6	0	1	0	1
BX255920.1	0	0	0	10	4
BX276105.3	3	0	2	9	3
BX294375.1	0	0	1	0	3
BX321886.1	5	0	2	0	2
BX323797.2	0	0	0	28	0
BX323875.1	1	14	6	10	1
BX510922.4	2	0	2	0	5
BX537115.1	2	0	2	0	2
BX545856.2	0	3	0	0	1
BX548044.3	2	9	0	215	2
BX569779.1	2	0	0	0	2
BX571839.1	1	4	2	0	4
BX572078.1	3	30	3	20	2
BX640537.1	4	0	2	6	7
BX649388.1	0	7	0	0	0
BX649434.2	4	11	2	68	3
BX666065.2	1	0	1	0	0
BX842687.1	0	12	0	63	0
BX908780.5	1	0	0	0	3
BX914205.1	5	2	2	0	4
BX927193.2	4	3	5	0	4
BX927234.1	6	2	3	165	3
BX927317.2	12	28	0	97	3
CABZ01023247.1	1	0	0	0	0
CABZ01024659.1	0	3	0	3	0
CABZ01039096.1	5	0	1	10	3
CABZ01071061.1	1	0	0	3	2
si:ch211-133n4.9	158	102507	2	107866	1
si:ch211-149e23.4	12	80	4	174	2
si:ch211-162i14.1	2	0	0	0	1
si:ch211-209a2.2	6	189	0	8153	7
si:ch211-215e19.8	0	14	1	34	2
si:ch211-217k17.11	0	144	0	163	0
si:ch211-220f21.3	18	31	0	96	2
si:ch211-232d10.1	12	33	1	70	8
si:ch211-232p21.6	6	2	1	6	2
si:ch211-240l19.8	6309	66597	2	275670	4
si:ch211-268b14.2	6	4	0	0	5
si:ch211-271g18.4	3	0	13	16	5
si:ch211-274k16.2	115	390	4	727	4
si:ch211-283l16.1	1	3	8	0	3
si:ch211-42i6.2	3	97	3	93	3
si:ch211-71m22.5	2	0	0	7	1
si:ch73-343g19.4	1090	2627	0	11710	12
si:ch73-380l3.3	4	8	0	3	0
si:ch73-46n24.1	3	23	0	477	5
si:ch73-94k4.2	1	22	0	60	0
si:dkey-112e17.1	3	0	1	1	1
si:dkey-157e10.6	2	45	1	105	3
si:dkey-163m14.10	3	0	1	12	0
si:dkey-211g8.9	1	4	0	0	2
si:dkey-22p6.2	1	0	0	0	1
si:dkey-233e3.3	4	0	3	0	3
si:dkey-24c2.7	0	0	0	0	0
si:dkey-27p18.7	13	23	0	124	2
si:dkey-41c6.3	9	37	1	32	1
si:dkey-44g17.6	20	34	1	196	14
si:dkey-7e14.3	7	18	1	9	2
si:dkeyp-107f9.1	1	0	0	0	4
si:dkeyp-107f9.4	2	72	13	31	3
si:dkeyp-4f2.3	7	3	7	5	4
si:dkeyp-82h4.3	4	0	5	0	1
soul5l	1	463	5	198	1
svopb	7	2	0	2	6
taar10d	1	0	0	0	5
taar16g	5	0	0	0	1
taar20i	0	0	0	48	0
tas1r1	9	29	2	5	6
timm23b	7	5	3	27	7
tmem187	4	46	1	281	1
tradv23.3.8	1	0	1	0	0
vwa5b1	0	0	0	2	0
wisp1a	5	11	0	13	1
wnt3a	4	0	4	0	3
zgc:101806	0	85	1	0	0
zgc:113424	3	292	4	27	5
zgc:175177	4	24	0	2	1
zgc:194443	4	329	0	1053	1
zmp:0000001161	17	58	1	340	1
znf1029	2	0	7	0	2
znf1033	3	0	8	0	7
znf1097	5	0	7	3	8
znf1127	2	0	3	0	4
znf414	2	0	1	0	6
CABZ01074470.1	1	0	1	0	0
CABZ01081830.2	0	18	3	0	0
CABZ01083546.1	4	23	0	211	0
CABZ01088982.1	1	0	0	0	0
CR318647.1	1	4	0	0	0
CR354611.1	0	7	0	0	0
CR376730.1	4	0	0	0	4
CR376776.1	7	5	1	13	4
CR376785.1	2	0	1	0	2
CR381686.2	0	13	0	9	3
CR383668.1	2	0	3	0	3
CR383672.2	3	7	1	46	3
CR392341.3	11	176	0	934	1
CR392347.1	0	0	0	3	0
CR450749.2	1	0	0	0	0
CR450787.1	0	0	0	4	0
CR450832.1	1	0	0	0	0
CR513785.1	5	22	7	254	2
CR626882.2	3	7	1	44	5
CR626907.1	31	1548	0	1684	2
CR753837.1	0	0	0	0	1
CR769772.2	0	0	1	0	1
CR774192.1	0	0	1	2	0
CR790377.1	0	19	0	18	0
CR790382.1	1	0	0	0	1
CR848840.1	2	15	1	7	5
CR854907.1	0	0	1	15	0
CR932017.1	0	0	0	0	0
CR936249.1	0	0	2	0	2
CT009487.2	33	341	4	165	17
CT030031.1	6	3	1	9	4
CT573157.1	6	4	1	33	3
CT573799.2	1	0	0	0	1
CT583728.12	0	0	0	0	0
CT998556.1	12	2	2	35	10
CU041345.1	0	0	1	0	1
CU137717.1	1	0	0	0	1
CU326364.1	1	0	0	0	1
CU467633.1	1	3	0	0	0
CU550714.1	3	145	0	135	1
CU633478.1	3	3	4	2	3
CU652893.1	0	0	0	0	0
CU682780.1	0	6	1	0	0
CU915534.1	0	0	0	0	0
CU929317.1	2	3	2	0	3
CZQB01146713.1	2	0	2	0	0
FHIT	0	2	0	7	1
FO834823.1	1	2	2	7	3
FP015862.1	4	157	0	45	7
FP016208.1	3	43	2	25	0
FP102888.2	1	178	3	96	4
FP236356.1	26	47	0	399	0
HERC5	12	227	2	235	2
LT631676.1	1	0	0	0	1
RF00428	5	0	0	0	5
TMEM236	9	10	0	33	5
abi3bpa	149	216	3	297	11
btr19	17	33	4	12	2
ccl34b.9	764	22995	0	41606	13
dre-mir-216a	2	0	0	0	2
dre-mir-30e-2	1	0	0	0	1
dsela	19	22	7	15	9
ferd3l	2	0	5	0	5
gpr101	1	2	0	3	3
hmx3b	1	2	0	0	1
ifit8	1	147	2	987	1
igl1c3	7	585	0	9	0
il12rb2	24	165	1	223	12
il17a/f2	23	60	1	40	0
kbtbd13	1	0	0	0	2
kcnj8	0	3	0	0	0
mep1a.2	510	12660	0	26147	5
mfsd11	5	7	2	8	5
ndufa4l2b	9	3	4	0	5
nitr6a	46	119	0	582	2
nitr7a	1	0	0	37	0
odam	283	115	8	3245	1
opn7a	1	2	0	0	1
or111-5	28	9	0	0	5
or128-6	0	2	0	0	1
or128-8	0	0	0	0	3
or137-8	1	2	0	0	9
pimr152	1	0	6	12	2
pimr180	3	0	1	14	1
pimr48	0	3	0	0	0
si:ch1073-188e1.1	2	0	2	1	2
si:ch211-113e8.5	97	280	1	530	0
si:ch211-114l13.9	45	161	1	344	3
si:ch211-119o8.6	1	22	3	0	4
si:ch211-14a11.1	5	0	1	0	0
si:ch211-152p23.2	0	0	1	3	1
si:ch211-184m13.4	10	0	1	6	1
si:ch211-195b13.6	21	25	0	167	0
si:ch211-203b20.4	1	2	0	0	0
si:ch211-215j19.12	1	0	0	0	3
si:ch211-218m3.19	0	0	0	0	3
si:ch211-219a15.3	2	3	0	10	3
si:ch211-256e16.6	2	0	1	3	8
si:ch211-282j17.1	7	248	0	341	0
si:ch73-173p19.2	12	7	2	27	6
AL831726.1	5	802	0	1258	1
AL929182.1	7	52	4	37	2
AL929210.1	1	3	1	119	3
AL953894.1	11	0	2	0	4
BX000534.1	4	2	0	41	1
BX005174.1	1	0	4	0	2
BX005329.2	3	6	6	19	7
BX005462.1	0	0	0	0	1
BX072570.1	0	0	0	99	0
BX284640.1	1	0	0	1	2
BX294181.2	0	99	2	792	1
BX294661.2	2	2	6	5	4
BX323060.3	8	38	2	214	9
BX323448.1	0	0	1	0	0
BX324007.1	1	0	1	0	0
BX511077.1	1	0	0	0	2
BX537130.1	2	30	0	121	2
BX537137.2	0	0	0	0	0
BX545856.1	1	130	2	73	4
BX546499.1	3	20	0	103	4
BX548011.1	9	0	4	0	2
BX548011.4	0	12	0	0	0
BX649349.2	1	0	0	0	0
BX649448.1	5	0	7	0	7
BX649641.3	8	3	1	78	5
BX663520.1	3	0	2	8	8
BX681417.3	0	0	0	0	0
BX901881.1	2	0	0	0	0
BX927122.2	0	0	0	0	1
BX927407.1	2	0	2	2	5
BX950194.1	1	0	1	0	1
BX950205.1	0	0	0	0	0
CABZ01011673.1	2	0	2	6	4
CABZ01074994.1	2	3	0	25	4
CR376738.2	0	0	0	0	1
CR381664.2	0	0	0	0	1
CR381684.1	0	1	0	0	0
CR384085.1	0	5	0	98	1
CR385086.1	0	0	0	9	1
CR388363.1	2	0	3	0	5
CR394552.1	5	0	2	0	6
CR457444.1	0	4	1	5	0
CR457444.4	10	8	1	23	0
CR556708.1	2	0	0	0	1
CR556709.1	4	17	1	12	5
CR626874.1	3	9	4	542	2
CR774179.3	7	18	3	120	4
CR786582.1	0	0	1	25	0
CR788230.2	0	3	1	0	2
CT025588.1	3	0	0	0	1
CT573133.1	7	30	7	40	6
CT867973.2	8	0	0	0	0
CU138512.1	0	0	0	0	0
CU179759.1	0	0	0	0	0
CU184832.1	0	0	1	0	1
CU207281.2	13	772	5	1537	0
CU468002.1	0	0	3	0	1
CU652528.1	1	0	2	0	1
CU694264.1	1	9	0	0	0
CU914811.1	2	0	1	0	2
CU915775.1	0	20	0	0	0
CU929073.1	2	0	0	0	1
FO680692.1	6	2	0	3	2
FP085399.1	9	392	1	606	2
FP236157.2	4	138	2	58	7
FP326649.2	1	0	0	0	2
LO018205.2	8	16	0	482	0
RF00186	11	54	8	230	7
ccdc162	0	0	1	0	2
crtac1b	5	33	1	99	5
crygs4	12	104	3	64	2
cuzd1.2	807	10992	0	43820	4
dre-let-7c-1	0	0	0	0	3
si:ch73-236c18.5	9	122	0	47	8
si:ch73-256j6.4	7	33	0	11	1
si:dkey-108k24.2	0	0	0	0	0
si:dkey-13e3.1	3	3	0	0	1
si:dkey-16m19.1	0	0	0	4	2
si:dkey-222h21.3	2	0	0	14	1
si:dkey-27d5.10	3	12	0	529	1
si:dkey-285e18.5	2	0	2	0	2
si:dkeyp-122a9.2	12	7	0	23	4
si:dkeyp-52c3.5	8	0	0	0	1
si:dkeyp-70f9.7	20	26	1	168	0
si:zfos-451d2.2	9	16	0	20	9
slc1a8b	21	3	0	0	0
smtla	0	0	0	0	0
sycn.3	3019	0	0	0	4
taar12j	0	0	0	0	2
tas2r200.1	0	0	0	0	0
tmtops3b	3	2	1	0	1
tradv24.0.1	5	0	0	0	1
v2rh10	0	0	0	0	0
v2rh9	2	22	0	15	1
xk	0	0	1	3	1
zgc:173856	0	645	5	0	2
zgc:174259	1106	88229	0	36291	8
znf1027	6	0	7	0	5
znf1034	3	0	1	0	4
znf1098	5	0	14	0	7
AL929321.1	1	3	0	0	1
BX001030.2	36	21074	1	9372	3
BX119902.3	0	0	0	0	0
BX119963.3	3	0	0	0	3
BX296562.2	0	11	0	23	3
BX324153.1	14	18	0	12	1
BX465868.2	1	0	0	0	0
BX470218.1	0	0	3	0	1
BX511227.2	0	0	2	0	2
BX571768.1	0	2	0	0	1
BX571796.1	1	0	0	0	0
BX601646.1	5	5	2	0	1
BX897729.1	3	26	0	6	0
BX908386.3	3	23	1	40	0
BX927123.1	1	0	0	0	0
BX927336.3	8	7	2	4	1
BX936303.1	1	0	1	0	0
BX957362.3	0	0	0	0	0
CABZ01064441.1	1	0	0	0	1
CABZ01087953.1	1	0	1	3	2
CABZ01103869.1	0	0	0	0	0
CABZ01109058.1	9	0	0	0	2
CR376797.1	2	0	0	5	0
CR381673.2	7	733	1	1333	0
CR388102.1	1	0	0	0	0
CR394532.2	0	0	0	0	0
CR396590.3	0	0	0	0	4
CR513782.2	1	0	0	0	1
CR589944.2	0	0	0	0	0
CR792437.1	2	55	3	25	3
CR846090.1	0	24	0	16	0
CR847944.2	0	0	0	0	1
CR847983.1	0	0	0	0	0
CR855375.2	2	0	0	24	0
CR974461.1	2	3	1	29	0
CT025695.1	0	3	0	3	0
CT030012.1	2	5	0	3	3
CU179702.1	0	0	0	0	0
CU463231.1	2	0	0	0	1
CU655829.1	0	1	0	3	0
CU855758.1	7	23	2	14	4
CU915778.1	2	0	2	0	3
CU928063.1	1	21	2	361	1
dre-mir-141	0	6	0	5	1
dre-mir-181b-2	1	0	1	0	1
dre-mir-200c	3	3	0	0	1
dre-mir-26b	3	0	1	0	1
ftr04	2	13	7	12	5
hsd11b1lb	6	740	0	1116	3
jak3	19	215	1	549	3
or128-3	11	0	0	0	0
or128-7	1	5	0	0	2
pimr177	6	7	0	56	1
rassf9	7	9	1	6	3
rnf151	0	0	0	0	1
rnf182	4	8	2	11	3
rph3aa	5	0	0	1	7
si:busm1-228j01.6	50	20	2	145	4
si:ch211-130h14.4	0	6	2	41	0
si:ch211-132b12.3	0	0	0	3	0
si:ch211-163g19.2	0	0	0	0	0
si:ch211-167j6.3	5	74	4	200	3
si:ch211-198m1.1	1	31	0	3	0
si:ch211-207e19.2	10	26	0	87	7
si:ch211-229g14.3	0	0	0	3	0
si:ch211-247l8.8	16	427	1	696	2
si:ch211-256e16.4	1	2	0	3	1
si:ch211-272b8.7	2	0	0	1	0
si:ch73-166o21.1	1	10	2	11	1
si:ch73-236c18.3	0	71	0	19	0
si:ch73-236c18.7	3	24	0	14	2
si:ch73-379f7.4	0	10	0	0	2
si:ch73-380l3.5	3	0	0	0	0
si:dkey-14o6.8	0	0	0	0	3
si:dkey-199f5.7	3	102	5	190	7
si:dkey-211g8.6	17	56	11	228	2
si:dkey-222h21.1	1	70	0	0	0
si:dkey-222h21.6	2	18	0	37	0
si:dkey-238d18.7	0	0	0	0	0
si:dkey-23f9.12	0	0	0	136	1
si:dkey-27j5.7	7	0	0	0	1
si:dkey-47k20.5	3	73	1	47	0
si:dkey-58f10.13	7	69	1	78	3
si:dkey-59p5.1	0	0	0	0	1
si:dkey-7i4.23	1	0	0	0	1
si:dkey-8o9.2	3	8	1	25	0
si:dkeyp-82a1.1	5	3	1	0	7
si:dkeyp-93a5.2	40	454	0	1567	1
si:zfos-754c12.2	0	0	0	24	1
taar12c	0	0	0	0	4
taar14e	0	0	1	0	0
taar19h	0	0	0	0	3
tmem163a	2	10	0	2	4
tradv10.0.4	1	0	0	0	0
tradv2.0.1	3	0	0	0	0
trim35-34	0	102	1	62	2
v2ra17	0	3	0	0	0
zgc:110348	4	715	0	6710	1
zgc:123321	1	0	2	0	2
zmp:0000000937	9	2063	5	2382	2
AL928685.1	4	4	0	0	0
AL929192.1	0	186	1	73	0
AL929396.1	0	0	0	0	2
AL929520.2	0	0	0	0	0
AL935279.1	0	0	0	0	0
AL954868.1	0	0	0	0	1
BX005124.1	6	27	1	164	2
BX294387.1	2	0	2	0	4
BX323588.2	0	0	0	0	1
BX470137.1	0	0	4	0	4
CU972454.5	0	0	0	0	0
FP016012.1	0	2	0	0	0
FP067440.1	0	0	0	0	0
FP236157.1	9	295	4	41	10
FQ790367.1	0	0	0	0	0
LO017682.1	21	114	2	89	3
LO018205.1	10	48	3	41	0
LO018585.1	2	0	1	0	0
RASGRP2	10	33	1	20	2
TC2N	2	52	4	398	5
adora2b	9	6	2	15	0
arg1	17	25	0	522	3
bdh2	2	22	0	6	2
cacng1b	0	0	2	0	0
ccr10	20	213	1	163	3
cfhl3	33	65592	0	37142	8
chrm1a	0	2	0	0	0
cplx3a	6	0	3	0	0
csgalnact1b	3	164	2	72	3
diras1b	1	5	0	3	0
dnah9	3	35	2	321	2
dre-mir-107b	0	0	0	0	0
dre-mir-130a	0	0	0	0	1
dre-mir-202	8	790	0	10	2
dre-mir-20b	0	0	0	0	3
echdc3	2	0	0	4	3
fgf6a	6	233	5	32	6
ftr05	7	13	1	0	4
ftr25	1	7	1	9	0
ftr36	1	2	0	2	1
ghsrb	0	0	0	3	1
gpr26	5	38	0	0	2
hapln2	0	3	0	41	3
hcrtr2	1	3	2	3	3
hmgcll1	1	11	1	100	4
hsd3b2	1	0	1	0	1
htr2cl2	0	0	0	0	1
mc2r	3	21	1	125	6
nanos2	5	6	2	12	4
npy8ar	2	3	0	0	10
or113-1	1	0	0	0	0
or124-1	14	0	0	0	24
p2ry8	3	4	0	83	3
pimr200	2	0	0	0	2
prlh2r	1	0	0	0	0
psmb13a	143	13645	4	20140	10
ptger1b	1	4	0	6	0
sftpba	49	134	0	438	7
si:ch211-105n15.1	6	0	0	17	0
si:ch211-106k21.5	1	0	2	0	1
si:ch211-147m20.3	2	42	1	80	1
si:ch211-149b19.4	3	0	0	11	0
si:ch211-14i3.2	0	0	0	0	0
si:ch211-190k17.19	4	660	5	595	4
si:ch211-238e22.8	3	3	0	30	3
si:ch211-253p18.5	0	2	0	9	2
si:ch211-255f4.13	1	0	0	0	2
si:ch211-263l8.1	4	0	1	2	2
si:ch73-41e3.7	0	49	6	180	0
si:ch73-44m9.3	4	23	2	10	2
si:dkey-102f14.7	0	0	6	8	2
si:dkey-103k4.1	8	6	2	3	4
si:dkey-151m22.8	0	66	9	363	2
si:dkey-157l19.2	7	6	2	65	2
si:dkey-21e2.3	102	61	0	18	2
si:dkey-234i14.9	65	5419	4	209	6
si:dkey-26i13.7	28	0	0	0	1
si:dkey-27j5.11	0	0	0	0	0
si:dkey-27l15.1	6	1	0	36	1
si:dkey-31n13.4	15	3	8	6	7
si:dkey-32n7.7	1	6	0	6	0
si:dkey-56m15.8	1	0	4	0	3
si:dkey-71p21.13	10	0	2	34	0
si:dkey-79c1.1	2	0	1	0	1
si:dkeyp-3f10.12	0	4	0	3	0
si:dkeyp-82b4.3	1	0	5	0	6
si:dkeyp-92c9.2	3	0	1	2	1
si:dkeyp-98a7.4	1	542	1	892	1
slc16a5b	8	86	1	62	1
slc16a7	18	2862	0	1730	7
snpha	0	3	0	0	1
taar18b	0	0	0	0	0
tlr22	8	35	2	63	2
tmem144b	2	248	0	1299	3
tradv23.0.1	0	0	0	0	0
traj11	9	0	0	0	1
zgc:153968	2678	75837	0	331593	6
zgc:171695	38	218	0	503	1
znf1037	1	0	7	0	1
znf1062	4	2	8	3	3
BX510324.1	1	0	0	0	1
BX511187.1	10	3	2	87	5
BX511231.1	2	0	1	35	0
BX511265.5	0	0	0	0	0
BX530407.1	0	0	0	0	0
BX539332.2	0	1640	0	0	2
BX546453.1	6	4	0	0	4
BX547992.2	11	30	0	0	5
BX548044.1	0	0	1	5	0
BX571681.2	3	4	1	128	2
BX640465.1	0	0	1	0	1
BX649313.1	3	6	0	18	1
BX666064.1	71	2071	1	2608	8
BX842699.1	2	11	1	15	1
BX890559.2	0	0	0	0	0
BX901907.2	3	3	2	0	2
BX908795.4	1	0	1	2	2
BX927369.1	1	0	0	4	1
BX936317.1	0	3	3	89	2
BX957279.1	0	0	1	0	3
CABZ01007816.1	1	5	0	9	2
CABZ01018874.2	0	15	1	6	0
CABZ01028298.1	0	0	0	2	0
CABZ01041495.1	8	0	0	0	8
CABZ01056051.1	85	67	0	66	0
CABZ01067557.1	5	3	0	0	3
CABZ01083815.1	6	12	0	3	1
CABZ01088484.1	10	162	1	643	3
CABZ01111555.1	1	0	1	0	2
CR318625.1	0	0	0	0	1
CR352209.1	4	0	3	0	3
CR352226.3	4	21	1	0	3
CR381579.2	0	0	0	0	0
CR382325.1	1	3	2	108	3
CR387984.1	6	2	2	59	4
CR388046.2	0	0	0	0	0
CR391991.5	2	0	1	0	2
CR392335.1	0	15	0	3	0
CR513782.3	18	16	5	3	5
CR626887.2	0	0	0	2	3
CR788254.2	3	8	10	3	4
CR847523.1	3	10	2	80	5
CR925803.1	3	0	0	0	1
CT025650.1	7	339	10	364	3
CT583626.1	1	7	2	9	0
CT737184.1	5	12	3	62	2
CT955996.1	0	3	0	14	0
CT990567.2	3	0	1	0	1
CU041319.3	1	2	1	2	3
CU459174.1	3	0	1	1	2
CU464134.2	4	11	2	14	8
CU660013.3	0	0	0	0	1
CU856621.2	6	104	2	3	11
CU929133.1	21	155	1	1256	6
FO681314.1	1	37	2	24	3
FP009765.1	1	87	0	23	0
FP085399.4	12	151	1	523	0
FP236331.1	1697	973	3	6138	2
FP236551.1	10	38	0	17	1
FP236810.1	26	21	0	197	5
FP340292.1	1	6	0	14	0
acot22	5	29	3	185	1
ankmy2b	0	0	0	0	0
ankrd34ba	0	0	0	0	0
avpr2l	1	0	0	0	1
cd79b	2	5	0	4	0
clca5.2	776	13513	1	41545	0
cxcl11.8	0	0	0	0	0
dnajb9a	52	27	3	22	11
f13b	2	8991	1	3105	3
ft2	2	0	0	0	0
htr6	0	0	0	8	0
kcnq4	10	0	0	8	2
lrrc3cb	1	3	0	2	0
mblac2	1	0	0	4	3
meox2b	5	3	0	7	0
mir140	4	0	0	0	1
mir223	11	41	3	91	1
mir99-2	1	0	0	0	1
ms4a17a.17	88	889	1	3718	4
olfcq19	0	28	0	13	0
ovgp1	2	10	0	17	0
pimr202	0	0	0	109	1
pimr84	0	0	1	3	1
si:ch1073-75o15.4	1	89	0	0	0
si:ch211-160b11.4	8	587	0	122	0
si:ch211-165f21.7	0	0	0	0	0
si:ch211-180m24.3	2	0	0	0	1
si:ch211-220f16.1	3	0	7	18	5
si:ch211-229c8.14	1	2	0	0	0
si:ch211-284e13.11	24	28	0	21	1
si:ch211-286b5.4	2	212	5	166	4
si:ch73-106l15.4	4393	336	2	2827	4
si:ch73-109d9.4	2	3	4	12	3
si:ch73-379j16.2	5	0	1	0	8
si:dkey-149i17.7	0	0	0	0	1
si:dkey-22n8.2	3	5	0	21	2
si:dkey-23f9.8	3	0	2	331	5
si:dkey-242g16.2	8	34	0	283	0
si:dkey-245f22.3	16	144	1	651	9
AL928824.2	1	0	0	0	0
AL954361.1	13	26	0	44	3
BX004840.2	3	10	0	0	0
BX088594.1	0	0	0	39	0
BX088713.2	0	0	0	0	1
BX247877.1	3	0	0	5	2
BX248510.12	6	8	1	3	2
BX255915.2	2	0	0	0	2
BX276102.1	2	261	0	798	1
BX284696.1	4	31	9	29	1
BX294110.2	3	0	1	0	5
