stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,0,44.95,0,0,0,0,0,134.85,0,0,0,8.17,0,0,0,0,0,0,0,0
72hpf,1.07,1.07,0,4.28,1.07,1.07,0,0,0,0,0,0,0,0,0,0,0,0,8.56,0,0,0,0,3.21,20.33,0,0,0,10.7,0,0,0,0,1.07,0,0,0
21Day,12.05,0,0,1.34,0,1.34,0,1.34,0,0,0,0,0,1.34,0,1.34,1.34,0,10.71,0,0,0,1.34,0,4.02,0,0,0,6.69,0,0,0,0,0,1.34,2.68,0
3Month,0.64,0.96,0.64,29.44,0.32,0,0.64,0.32,2.88,1.28,0,17.28,2.88,0.64,8,1.6,4.48,1.92,7.36,2.24,0,1.28,0,0.32,1.28,0.64,0,0,0.32,0.96,0.32,43.19,0.64,0.64,0,47.67,1.6
22Month,0,2.19,0.55,11.48,0.55,0,1.64,0,2.73,10.39,6.56,50.84,5.47,1.09,8.75,1.09,2.19,7.65,14.21,0.55,2.73,0.55,0,1.64,1.09,2.19,2.19,56.31,0,0,0,21.32,1.09,0,0.55,1.09,1.09
