stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,0,0,0,0,0,69.47,0,0,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,1.07,0,0,2.14,0,3.21,0,0,0,0,0,0,0,0,0,0,1.07,0,70.61,0,0,1.07,0,13.91,4.28,0,0,0,69.54,0,0,1.07,0,0,7.49,0,0,0
21Day,5.35,0,0,4.02,0,9.37,0,0,1.34,1.34,0,0,0,5.35,0,0,9.37,4.02,638.48,1.34,0,16.06,0,17.4,1.34,0,2.68,0,17.4,5.35,0,0,2.68,10.71,0,0,0,4.02
3Month,14.4,1.6,1.6,16.96,0.32,0,2.24,283.8,4.8,41.27,0,28.16,8.32,0.96,9.92,3.2,5.44,10.56,727.56,326.03,0,44.15,2.24,2.56,0.32,2.88,1.6,0,1.92,7.68,250.52,0,0,0,0.96,3.52,64.63,6.08
22Month,7.11,3.28,0.55,4.92,0,0,3.28,62.32,0,16.4,3.28,46.47,4.37,0.55,5.47,0,2.73,7.11,545.56,30.07,1.09,6.01,0.55,0,0,3.83,3.83,3.83,0,0,30.61,0,0,0,0,0.55,0,2.19
