stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,40.86,20.43,0,98.07,8.17,0,0,4.09,0,0,0,0,0,0,0,8.17,65.38,106.25,171.63,0,0,0,0,93.99,952.13,4.09,0,0,20.43,0,0,0,0,0,0,8.17,0,0,0
72hpf,26.74,3.21,0,26.74,3.21,43.86,0,1.07,0,0,0,0,0,1.07,0,21.4,112.33,5.35,41.72,0,7.49,2.14,2.14,177.59,130.51,2.14,2.14,0,29.95,1.07,0,0,21.4,0,1.07,3.21,0,0,0
21Day,22.76,1.34,0,82.99,2.68,49.53,0,24.09,0,0,0,12.05,1.34,16.06,13.39,8.03,24.09,17.4,76.3,0,0,10.71,1.34,66.93,64.25,0,2.68,0,13.39,8.03,0,1.34,8.03,2.68,1.34,1.34,0,0,12.05
3Month,0.96,9.92,8,176.29,0,0,6.08,5.12,27.52,39.35,0.32,537.83,67.83,9.28,102.7,17.28,52.79,70.39,44.79,15.36,0.64,18.88,18.56,9.92,1.6,12.48,5.44,0,0.96,16.64,0.64,111.02,2.88,0,0,1.28,13.76,296.91,163.81
22Month,1.09,17.49,12.03,67.79,0,0,4.92,4.37,20.23,67.79,27.33,719.94,45.92,20.77,139.94,6.01,17.49,91.84,55.21,2.19,29.52,11.48,1.64,4.92,1.09,8.2,7.11,4.37,4.92,2.73,0,62.32,4.92,0,0,0.55,2.19,0,80.36
