stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.52,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,1.07,1.07,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0,5.35,5.35,0,0,0,0,0,0,1.07,0,0,0,0,0,0
21Day,1.34,1.34,0,1.34,0,5.35,0,0,0,2.68,0,0,46.85,2.68,0,2.68,5.35,2.68,0,0,0,0,10.71,4.02,0,1.34,0,4.02,2.68,0,0,1.34,1.34,0,0,0,159.29
3Month,1.28,3.2,1.6,23.04,0,0,4.16,0.32,3.52,12.8,20.8,19.52,3.2,8.32,5.12,11.84,26.88,16.64,2.88,0.32,2.24,2.88,1.28,0,0.64,1.6,0,0.32,5.12,15.04,0,0.32,0,0.64,4.48,7.68,876.66
22Month,0,3.83,0,8.2,1.09,0,1.64,0,1.64,6.01,15.31,2.19,2.19,2.19,0,1.09,14.21,6.01,0.55,1.64,0,0,0,0,0.55,0.55,0.55,0,2.19,0.55,0,0.55,0,0,0.55,0,303.94
