stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.43,0,0,0,0,4.09,73.56,0,0,0,8.17,0,0,0,0,0,0,0
72hpf,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,1.07,4.28,0,4.28,0,0,0,0,7.49,9.63,0,0,0,1.07,0,3.21,0,0,0,0,0
21Day,4.02,0,0,4.02,1.34,2.68,0,0,0,0,0,1.34,0,2.68,0,0,2.68,0,6.69,0,0,0,0,6.69,1.34,1.34,0,0,5.35,0,54.88,1.34,0,0,0,0
3Month,0.64,2.24,2.88,18.88,0.32,0,1.92,0.32,3.84,8,0.32,32.31,10.24,0.64,14.08,3.52,7.68,6.72,9.92,1.92,0.32,1.92,5.76,10.24,0.64,1.92,0.96,0,0.64,13.12,1408.74,1.6,0.96,8.32,648.86,4.16
22Month,0,0.55,0.55,1.64,0,0,0,0,0,2.19,0,21.32,0.55,1.09,0.55,0,0.55,1.09,4.37,0,1.09,0,0,2.73,0,0,0.55,0.55,0.55,0.55,264.03,0.55,0,0,3.28,0
