stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,8.17,0,0,0,0,0,0,0,0,8.17,0,0,0,4.09,4.09,16.35,4.09,0,0,0,0,12.26,81.73,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0
72hpf,4.28,0,0,2.14,1.07,1.07,0,0,0,0,0,0,0,0,0,0,2.14,6.42,1.07,12.84,0,1.07,0,1.07,92,12.84,0,0,0,14.98,0,0,0,5.35,898.62,2.14,1.07,0,0,0
21Day,14.72,1.34,4.02,40.16,4.02,69.6,0,4.02,0,0,4.02,0,10.71,1.34,17.4,8.03,2.68,22.76,8.03,68.27,0,0,9.37,1.34,77.63,26.77,2.68,6.69,0,25.43,17.4,0,2.68,2.68,3021.07,36.14,6.69,0,0,6.69
3Month,0,6.72,0.64,36.79,0,0,1.28,1.28,0,5.44,17.92,0,25.6,15.68,1.92,3.2,1.6,10.24,12.16,27.84,8.32,0,2.88,0.96,1.92,0,1.92,0.64,0,0.64,1.92,0.64,51.19,0.64,25.28,0,0.32,2.24,12.16,6.72
22Month,0.55,78.72,3.83,36.08,1.09,0,2.19,1.64,2.19,7.11,65.6,12.03,285.9,13.67,6.56,19.68,2.19,6.01,22.41,79.81,2.19,12.03,2.73,0.55,1.64,2.19,4.37,4.37,2.19,0.55,0,0,16.95,21.87,2677.51,0,0.55,2.19,0,8.2
