stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,8.17,0,0,0,0,0,28.6,0,0,24.52,0,0,0,0,0,4.09,4.09,1544.66,8.17,0,0,0,0,0,57.21,0,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,0,8.56,0,0,0,0,0,0,0,0,34.23,0,0,0,1.07,0,0,2.14,182.93,2.14,0,0,0,0,5.35,4.28,0,0,0,1.07,0,0,0,0,0,0,0,0,0
21Day,0,2.68,0,4.02,0,5.35,0,1.34,0,0,52.2,0,1.34,30.79,80.31,0,0,2.68,199.44,4.02,0,0,0,0,16.06,4.02,0,4.02,0,0,6.69,0,0,0,1.34,0,0,0,4.02
3Month,2.24,7.04,4.48,43.51,0.64,0,4.16,1.28,0.32,16.32,694.93,0,116.14,4627.43,6.08,47.99,9.6,21.44,623.9,34.23,6.08,0.32,9.6,8.96,3.84,0.32,1.6,2.24,0,2.56,8,20.8,11.52,1.28,0.32,0,19.52,28.8,37.43
22Month,0.55,15.31,2.73,22.41,0.55,0,6.56,0,0,3.83,1870.11,6.56,182.04,2357.72,19.68,14.21,1.64,1.64,1257.85,20.77,0.55,6.01,6.01,1.09,1.64,1.09,3.28,6.01,2.19,0,4.92,2.19,3.28,2.19,7.65,0.55,0,0,25.69
