stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,24.52,0,0,0,0,0,20.43,0,20.43,0,8.17,220.67,0,0,0,0,0,0,0,0,8.17,0,0,0
72hpf,4.28,11.77,0,2.14,0,3.21,0,0,0,0,0,0,0,0,6.42,7.49,1.07,9.63,1.07,119.82,79.16,0,0,1.07,1.07,0,22.47,0,0,4.28,0,0,0
21Day,20.08,4.02,0,112.44,1.34,2.68,0,0,0,0,1.34,0,2.68,0,22.76,53.54,0,38.82,13.39,77.63,30.79,1.34,0,5.35,9.37,0,2.68,4.02,1.34,1.34,0,0,0
3Month,0.32,2.88,0.32,12.48,0,0,0.64,0,0,0,1.6,0.32,0,0,0.32,0.64,0.96,2.56,0.64,0,0,0,0,0,0,3.2,1.28,0,0,0,0.32,1.6,0.32
22Month,0,3.83,0,3.28,0,0,1.09,0.55,25.69,0,7.65,0,0,1.09,1.09,0,0.55,1.09,0.55,0.55,2.19,0,0.55,0,0,0.55,2.19,0,0,0.55,0,0,0
